team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
ARI,Kyler Murray,passing,230,6.1,2,0,2,24,38
ATL,Taylor Heinicke,passing,229,6.9,1,0,1,23,33
BAL,Lamar Jackson,passing,252,7.2,2,0,2,23,35
BUF,Josh Allen,passing,237,11.3,1,1,1,15,21
CAR,Bryce Young,passing,312,8.7,2,0,2,23,36
CHI,Justin Fields,passing,170,6.3,1,1,1,15,27
CIN,Jake Browning,passing,335,8.0,1,3,3,28,42
CLE,Joe Flacco,passing,368,8.8,3,2,0,27,42
CLE,Dorian Thompson-Robinson,passing,6,3.0,0,0,1,1,2
DAL,Dak Prescott,passing,253,7.9,2,0,4,20,32
DEN,Russell Wilson,passing,238,6.4,2,0,5,25,37
DET,Jared Goff,passing,257,6.4,1,0,1,30,40
GB,Jordan Love,passing,219,7.8,2,0,1,17,28
HOU,Case Keenum,passing,62,3.6,0,2,3,11,17
HOU,Davis Mills,passing,149,4.7,2,0,0,15,32
IND,Gardner Minshew II,passing,201,5.4,0,1,6,20,37
JAX,C.J. Beathard,passing,94,6.3,1,0,1,11,15
JAX,Trevor Lawrence,passing,211,7.3,1,2,3,17,29
KC,Patrick Mahomes,passing,235,5.3,1,1,4,27,44
KC,Tommy Townsend,passing,11,11.0,0,0,0,1,1
LAC,Easton Stick,passing,215,6.5,0,0,5,23,33
LAR,Matthew Stafford,passing,328,9.6,2,0,1,24,34
LV,Aidan O'Connell,passing,62,3.0,0,0,2,9,21
MIA,Tua Tagovailoa,passing,293,7.9,1,0,1,24,37
MIN,Nick Mullens,passing,411,11.4,2,4,4,22,36
NE,Bailey Zappe,passing,256,7.8,2,0,2,25,33
NO,Derek Carr,passing,319,8.0,3,1,2,27,40
NYG,Tyrod Taylor,passing,133,8.3,1,1,0,7,16
NYG,Tommy DeVito,passing,55,3.4,0,0,1,9,16
NYJ,Trevor Siemian,passing,217,4.4,1,1,0,27,49
PHI,Jalen Hurts,passing,301,7.9,1,1,1,24,38
PIT,Mason Rudolph,passing,290,10.7,2,0,1,17,27
SEA,Geno Smith,passing,227,6.3,2,0,3,25,36
SF,Brock Purdy,passing,255,8.0,0,4,2,18,32
SF,Sam Darnold,passing,81,5.8,1,1,2,8,14
TB,Baker Mayfield,passing,283,8.1,2,0,2,26,35
TEN,Derrick Henry,passing,12,12.0,1,0,0,1,1
TEN,Ryan Tannehill,passing,152,5.8,0,0,6,18,26
WSH,Sam Howell,passing,56,2.5,0,2,1,6,22
WSH,Jacoby Brissett,passing,100,7.7,1,0,0,10,13
