team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
ARI,Matt Prater,kicking,100.0,55,4,1,1,1,1
ATL,Younghoe Koo,kicking,100.0,47,17,5,5,2,2
BAL,Justin Tucker,kicking,100.0,41,15,4,4,3,3
BUF,Tyler Bass,kicking,100.0,29,6,1,1,3,3
CAR,Eddy Pineiro,kicking,100.0,52,4,1,1,1,3
CHI,Cairo Santos,kicking,100.0,49,9,2,2,3,3
CIN,Evan McPherson,kicking,100.0,35,3,1,1,0,0
CLE,Dustin Hopkins,kicking,0.0,0,2,0,0,2,2
DAL,Brandon Aubrey,kicking,100.0,43,8,2,2,2,2
DEN,Wil Lutz,kicking,0.0,0,1,0,1,1,1
DET,Michael Badgley,kicking,100.0,37,6,1,1,3,4
GB,Anders Carlson,kicking,100.0,53,9,2,2,3,4
HOU,Ka'imi Fairbairn,kicking,0.0,0,2,0,0,2,2
IND,Matt Gay,kicking,100.0,33,4,1,1,1,1
JAX,Brandon McManus,kicking,0.0,0,0,0,1,0,0
KC,Harrison Butker,kicking,0.0,0,2,0,1,2,2
LAC,Cameron Dicker,kicking,100.0,53,16,5,5,1,1
LAR,Lucas Havrisik,kicking,75.0,32,12,3,4,3,3
LV,Daniel Carlson,kicking,100.0,35,6,2,2,0,0
MIA,Jason Sanders,kicking,100.0,57,16,5,5,1,1
MIN,Greg Joseph,kicking,100.0,26,6,1,1,3,3
NE,Chad Ryland,kicking,67.0,56,8,2,3,2,3
NO,Blake Grupe,kicking,0.0,0,2,0,0,2,2
NYG,Mason Crosby,kicking,100.0,52,5,1,1,2,2
NYJ,Greg Zuerlein,kicking,100.0,54,12,3,3,3,3
PHI,Jake Elliott,kicking,100.0,44,15,4,4,3,3
PIT,Chris Boswell,kicking,100.0,50,10,2,2,4,4
SEA,Jason Myers,kicking,100.0,28,8,2,2,2,2
SF,Jake Moody,kicking,100.0,45,5,1,1,2,2
TB,Chase McLaughlin,kicking,100.0,51,12,3,3,3,3
TEN,Nick Folk,kicking,100.0,33,5,1,1,2,2
WSH,Joey Slye,kicking,0.0,0,4,0,0,4,4
