team,player,category,FUM,LOST
ARI,Kyler Murray,fumbles,1,0
ATL,Taylor Heinicke,fumbles,1,0
BUF,James Cook III,fumbles,2,1
BUF,Deonte Harty,fumbles,1,1
BUF,Reggie Gilliam,fumbles,0,0
CAR,DJ Chark,fumbles,1,0
CAR,Bryce Young,fumbles,1,0
CAR,Tommy Tremble,fumbles,0,0
CIN,Jake Browning,fumbles,1,0
CIN,Ted Karras,fumbles,0,0
DAL,Dak Prescott,fumbles,1,1
DEN,Russell Wilson,fumbles,2,0
DEN,Javonte Williams,fumbles,1,1
DEN,Marvin Mims Jr.,fumbles,1,1
DEN,D.J. Jones,fumbles,0,0
DEN,Quinn Meinerz,fumbles,0,0
DET,Jahmyr Gibbs,fumbles,1,1
DET,Jameson Williams,fumbles,1,0
GB,Romeo Doubs,fumbles,1,0
GB,Josiah Deguara,fumbles,0,0
HOU,Devin Singletary,fumbles,1,0
IND,Will Mallory,fumbles,1,0
JAX,D'Ernest Johnson,fumbles,0,0
JAX,Evan Engram,fumbles,1,1
JAX,Trevor Lawrence,fumbles,2,1
KC,Patrick Mahomes,fumbles,1,0
KC,Isiah Pacheco,fumbles,1,1
LAC,Amen Ogbongbemiga,fumbles,0,0
LAC,Nick Williams,fumbles,0,0
LV,DeAndre Carter,fumbles,1,0
LV,Bilal Nichols,fumbles,0,0
MIA,Brandon Jones,fumbles,0,0
MIA,Tua Tagovailoa,fumbles,1,0
MIN,Nick Mullens,fumbles,2,0
MIN,Justin Jefferson,fumbles,0,0
MIN,Ivan Pace Jr.,fumbles,0,0
MIN,Garrett Bradbury,fumbles,0,0
NE,Bailey Zappe,fumbles,1,1
NE,Myles Bryant,fumbles,1,0
NE,Cody Davis,fumbles,0,0
NE,Jeremiah Pharms Jr.,fumbles,0,0
NE,Brenden Schooler,fumbles,0,0
NYG,Gunner Olszewski,fumbles,1,0
NYG,Isaiah Simmons,fumbles,0,0
NYJ,Trevor Siemian,fumbles,1,1
NYJ,Ashtyn Davis,fumbles,0,0
PHI,Jalen Hurts,fumbles,1,0
PHI,Boston Scott,fumbles,1,1
PHI,Britain Covey,fumbles,1,0
PHI,Kenny Gainwell,fumbles,1,0
PIT,George Pickens,fumbles,1,0
SEA,Geno Smith,fumbles,1,0
TB,Yaya Diaby,fumbles,0,0
TB,Antoine Winfield Jr.,fumbles,0,0
TEN,Ryan Tannehill,fumbles,1,0
WSH,Jamison Crowder,fumbles,1,1
WSH,Casey Toohill,fumbles,0,0
