team,player,category,YDS,AVG,TD,INT,SACKS,QBR,RTG,COMP,ATT
GB,Clayton Tune,passing,42,2.55,0,1,0.0,9.15,30.2,7,15
GB,Jordan Love,passing,3381,7.67,23,6,0.0,69.95,100.65,291,439
GB,Malik Willis,passing,422,8.68,3,0,0.0,90.78,123.0,30,35
