team,player,category,FUM,LOST
GB,Barryn Sorrell,fumbles,0,0
GB,Clayton Tune,fumbles,1,0
GB,Drake Dabney,fumbles,0,0
GB,Edgerrin Cooper,fumbles,0,0
GB,Emanuel Wilson,fumbles,1,0
GB,Evan Williams,fumbles,0,0
GB,Javon Bullard,fumbles,0,0
GB,Jordan Love,fumbles,7,2
GB,Josh Jacobs,fumbles,3,2
GB,Keisean Nixon,fumbles,1,0
GB,Luke Musgrave,fumbles,1,0
GB,Malik Willis,fumbles,2,1
GB,Rashan Gary,fumbles,0,0
GB,Rasheed Walker,fumbles,0,0
GB,Romeo Doubs,fumbles,1,0
GB,Savion Williams,fumbles,1,1
GB,Sean Rhyan,fumbles,1,0
GB,Zayne Anderson,fumbles,0,0
