team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
GB,Brandon McManus,kicking,73.81,56,104,24,30,32,33
GB,Lucas Havrisik,kicking,66.67,61,19,4,4,7,9
