team,player,category,CAR,YDS,AVG,TD,LONG
GB,Bo Melton,rushing,5,35,6.88,0,17
GB,Chris Brooks,rushing,27,106,3.76,0,12
GB,Christian Watson,rushing,1,3,3.0,0,3
GB,Clayton Tune,rushing,5,23,2.9,0,16
GB,Dontayvion Wicks,rushing,1,6,6.0,0,6
GB,Emanuel Wilson,rushing,125,496,3.73,3,15
GB,Jayden Reed,rushing,3,28,8.5,0,15
GB,Jordan Love,rushing,47,199,3.69,0,25
GB,Josh Jacobs,rushing,234,929,3.89,13,40
GB,Malik Willis,rushing,22,123,7.15,2,22
GB,Matthew Golden,rushing,10,49,5.1,0,9
GB,Savion Williams,rushing,11,37,2.62,0,16
GB,Tucker Kraft,rushing,1,3,3.0,0,3
