team,player,category,REC,YDS,AVG,TD,LONG,TGTS
NO,Adam Prentice,receiving,3,16,5.33,0,10,3
NO,Adam Trautman,receiving,27,263,8.75,2,32,43
NO,Alex Armah,receiving,1,1,1.0,1,1,1
NO,Alvin Kamara,receiving,47,439,8.17,5,31,67
NO,Chris Hogan,receiving,4,41,6.7,1,16,8
NO,Deonte Harty,receiving,36,570,18.78,3,72,59
NO,Devine Ozigbo,receiving,1,7,7.0,0,7,1
NO,Dwayne Washington,receiving,2,12,6.0,0,6,2
NO,Easop Winston Jr.,receiving,1,5,5.0,0,5,1
NO,Ethan Wolf,receiving,2,8,4.0,0,4,2
NO,Garrett Griffin,receiving,4,39,9.5,0,14,4
NO,Juwan Johnson,receiving,13,159,9.75,4,27,22
NO,Kenny Stills,receiving,6,68,6.36,1,22,23
NO,Kevin White,receiving,1,38,12.67,0,38,5
NO,Lil'Jordan Humphrey,receiving,13,249,19.07,2,56,18
NO,Mark Ingram II,receiving,20,138,6.37,0,34,26
NO,Marquez Callaway,receiving,46,698,14.62,6,58,84
NO,Nick Vannett,receiving,9,133,10.24,1,30,15
NO,Taysom Hill,receiving,4,52,13.0,0,15,6
NO,Tony Jones Jr.,receiving,5,29,4.8,0,19,8
NO,Tre'Quan Smith,receiving,32,377,11.35,3,34,50
NO,Ty Montgomery II,receiving,16,95,3.94,0,21,26
