team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
NYG,Daniel Jones,passing,909,5.25,2,6,30,108,160
NYG,Parris Campbell,passing,0,0.0,0,0,1,0,0
NYG,Tommy DeVito,passing,1101,5.79,8,3,37,114,178
NYG,Tyrod Taylor,passing,1341,5.52,5,3,17,116,180
