team,player,category,REC,YDS,AVG,TD,LONG,TGTS
NYG,Ben Bredeson,receiving,1,0,0.0,0,0,1
NYG,Daniel Bellinger,receiving,25,255,8.35,0,26,28
NYG,Darius Slayton,receiving,50,770,14.45,4,80,79
NYG,Darren Waller,receiving,52,552,10.08,1,29,74
NYG,Eric Gray,receiving,6,22,4.5,0,9,7
NYG,Gary Brightwell,receiving,5,47,9.5,0,18,7
NYG,Isaiah Hodgins,receiving,21,230,8.71,3,24,33
NYG,Jalin Hyatt,receiving,23,373,11.7,0,58,40
NYG,Jashaun Corbin,receiving,3,12,4.0,0,7,3
NYG,Lawrence Cager,receiving,4,36,9.17,1,10,5
NYG,Matt Breida,receiving,17,88,3.62,0,22,21
NYG,Parris Campbell,receiving,20,104,4.91,0,17,27
NYG,Saquon Barkley,receiving,41,280,6.89,4,46,60
NYG,Sterling Shepard,receiving,10,57,4.5,1,13,22
NYG,Wan'Dale Robinson,receiving,60,525,8.51,1,33,78
