team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
NYG,Graham Gano,kicking,63.5,57,41,11,17,8,8
NYG,Jamie Gillan,kicking,100.0,40,3,1,1,0,0
NYG,Mason Crosby,kicking,78.0,52,21,5,7,6,7
NYG,Randy Bullock,kicking,90.0,56,25,5,6,10,10
