week,opponent,result
1,BAL,LOSS
2,CLE,WIN
3,CIN,LOSS
4,PIT,WIN
5,MIA,WIN
6,GB,WIN
7,DEN,WIN
8,NE,LOSS
9,BUF,WIN
10,BYE,BYE
11,NE,LOSS
12,CHI,WIN
13,MIN,LOSS
14,BUF,LOSS
15,DET,LOSS
16,JAX,LOSS
17,SEA,LOSS
18,MIA,LOSS
