week,opponent,result
1,NO,WIN
2,CAR,WIN
3,SF,LOSS
4,SEA,LOSS
5,TEN,LOSS
6,IND,LOSS
7,GB,LOSS
9,DAL,WIN
10,SEA,LOSS
11,SF,LOSS
12,JAX,LOSS
13,TB,LOSS
14,LAR,LOSS
15,HOU,LOSS
16,ATL,LOSS
17,CIN,LOSS
18,LAR,LOSS
