team,player,category,REC,YDS,AVG,TD,LONG,TGTS
NE,Brandon Bolden,receiving,41,405,9.45,2,28,49
NE,Damien Harris,receiving,18,132,6.12,0,21,21
NE,Gunner Olszewski,receiving,2,31,10.33,0,22,3
NE,Hunter Henry,receiving,50,603,12.91,9,35,75
NE,J.J. Taylor,receiving,4,8,2.17,0,5,4
NE,Jakob Johnson,receiving,4,43,9.0,0,29,5
NE,Jakobi Meyers,receiving,83,866,10.62,2,39,126
NE,James White,receiving,12,94,5.23,0,28,14
NE,Jonnu Smith,receiving,28,294,10.81,1,28,45
NE,Kendrick Bourne,receiving,55,800,17.04,5,75,70
NE,Kristian Wilkerson,receiving,4,42,10.5,2,20,8
NE,N'Keal Harry,receiving,12,184,14.28,0,43,22
NE,Nelson Agholor,receiving,37,473,13.44,3,44,64
NE,Rhamondre Stevenson,receiving,14,123,7.17,0,41,18
