team,player,category,FUM,LOST
NE,Brandon Bolden,fumbles,1,0
NE,Damien Harris,fumbles,2,2
NE,David Andrews,fumbles,0,0
NE,Gunner Olszewski,fumbles,3,0
NE,J.J. Taylor,fumbles,1,1
NE,Jahlani Tavai,fumbles,0,0
NE,Jakobi Meyers,fumbles,1,1
NE,Jalen Mills,fumbles,0,0
NE,Jonnu Smith,fumbles,1,0
NE,Josh Uche,fumbles,0,0
NE,Kendrick Bourne,fumbles,1,1
NE,Kyle Dugger,fumbles,0,0
NE,Kyle Van Noy,fumbles,0,0
NE,Lawrence Guy,fumbles,0,0
NE,Mac Jones,fumbles,7,3
NE,Matthew Judon,fumbles,0,0
NE,N'Keal Harry,fumbles,1,1
NE,Rhamondre Stevenson,fumbles,2,1
NE,Yasir Durant,fumbles,0,0
