team,player,category,NO,YDS,AVG,TB,In 20,LONG
ARI,Andy Lee,punting,1,52,52.0,0,0,52
ATL,Thomas Morstead,punting,2,110,55.0,0,1,64
BAL,Sam Koch,punting,5,228,45.6,0,1,60
BUF,Matt Haack,punting,6,286,47.7,0,4,63
CAR,Lachlan Edwards,punting,2,87,43.5,0,1,54
CHI,Pat O'Donnell,punting,4,185,46.3,1,0,54
CIN,Kevin Huber,punting,4,173,43.3,1,1,50
CLE,Dustin Colquitt,punting,5,196,39.2,1,2,43
DAL,Bryan Anger,punting,6,268,44.7,1,1,59
DEN,Sam Martin,punting,3,130,43.3,0,0,47
DET,Jack Fox,punting,2,106,53.0,0,0,54
GB,Corey Bojorquez,punting,4,171,42.8,0,1,57
HOU,Cameron Johnston,punting,5,229,45.8,1,1,58
JAX,Logan Cooke,punting,5,225,45.0,0,3,54
KC,Tommy Townsend,punting,1,52,52.0,0,1,52
LAC,Ty Long,punting,3,78,26.0,0,0,38
LAR,Johnny Hekker,punting,3,120,40.0,0,1,42
LV,AJ Cole,punting,3,150,50.0,1,0,60
MIN,Jordan Berry,punting,3,146,48.7,0,1,51
NO,Blake Gillikin,punting,5,258,51.6,0,1,62
NYG,Riley Dixon,punting,5,228,45.6,1,1,63
NYJ,Braden Mann,punting,6,313,52.2,0,1,60
PIT,Pressley Harvin III,punting,6,258,43.0,0,1,49
SEA,Michael Dickson,punting,4,169,42.3,0,2,48
SF,Mitch Wishnowsky,punting,7,291,41.6,0,1,50
TB,Bradley Pinion,punting,5,196,39.2,0,1,55
TEN,Brett Kern,punting,5,192,38.4,0,2,46
WSH,Tress Way,punting,7,356,50.9,1,3,59
