team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
ARI,Matt Prater,kicking,100.0,53,11,3,3,2,2
ATL,Younghoe Koo,kicking,100.0,48,11,3,3,2,2
BAL,Justin Tucker,kicking,100.0,55,10,3,3,1,1
BUF,Tyler Bass,kicking,100.0,25,9,2,2,3,3
CAR,Zane Gonzalez,kicking,0.0,0,3,0,0,3,3
CHI,Cairo Santos,kicking,100.0,44,12,3,3,3,3
CIN,Evan McPherson,kicking,75.0,41,11,3,4,2,2
CLE,Chase McLaughlin,kicking,50.0,43,6,1,2,3,3
DAL,Greg Zuerlein,kicking,100.0,38,13,4,4,1,1
DEN,Brandon McManus,kicking,100.0,52,8,1,1,5,5
DET,Riley Patterson,kicking,100.0,36,4,1,1,1,1
GB,Mason Crosby,kicking,100.0,20,9,1,1,6,6
HOU,Ka'imi Fairbairn,kicking,100.0,61,7,2,2,1,1
KC,Harrison Butker,kicking,100.0,54,12,2,2,6,6
LAC,Dustin Hopkins,kicking,100.0,39,13,3,3,4,4
LAR,Matt Gay,kicking,100.0,55,12,3,3,3,3
LV,Daniel Carlson,kicking,100.0,26,3,1,1,0,1
MIN,Greg Joseph,kicking,75.0,42,12,3,4,3,4
NO,Brett Maher,kicking,100.0,37,12,3,3,3,3
NYG,Graham Gano,kicking,0.0,0,1,0,0,1,1
NYJ,Eddy Pineiro,kicking,100.0,46,9,3,3,0,0
PIT,Chris Boswell,kicking,0.0,0,2,0,1,2,2
SEA,Jason Myers,kicking,100.0,38,7,2,2,1,3
SF,Robbie Gould,kicking,67.0,33,8,2,3,2,2
TB,Ryan Succop,kicking,100.0,24,9,2,2,3,3
TEN,Randy Bullock,kicking,67.0,44,8,2,3,2,2
WSH,Brian Johnson,kicking,0.0,0,0,0,0,0,1
