team,player,category,INT,YDS,TD
NE,Devin McCourty,interceptions,4,66,0
NE,Ja'Whaun Bentley,interceptions,1,7,0
NE,Jack Jones,interceptions,2,40,1
NE,Jalen Mills,interceptions,2,28,0
NE,Jonathan Jones,interceptions,4,89,1
NE,Kyle Dugger,interceptions,3,55,2
NE,Marcus Jones,interceptions,2,87,1
NE,Myles Bryant,interceptions,1,11,0
