team,player,category,CAR,YDS,AVG,TD,LONG
NE,Bailey Zappe,rushing,10,0,-0.27,0,5
NE,Damien Harris,rushing,106,462,4.16,3,30
NE,J.J. Taylor,rushing,10,9,0.9,0,5
NE,Jakobi Meyers,rushing,2,-11,3.0,0,7
NE,Jonnu Smith,rushing,1,5,5.0,0,5
NE,Kendrick Bourne,rushing,6,39,6.5,0,29
NE,Kevin Harris,rushing,18,52,2.16,1,14
NE,Mac Jones,rushing,47,102,1.73,1,15
NE,Pierre Strong Jr.,rushing,10,100,8.43,1,44
NE,Rhamondre Stevenson,rushing,210,1040,4.82,5,49
NE,Ty Montgomery II,rushing,2,-2,-1.0,0,0
NE,Tyquan Thornton,rushing,3,16,5.3,1,19
