team,player,category,FUM,LOST
CAR,Andre Roberts,fumbles,1,0
CAR,Baker Mayfield,fumbles,6,1
CAR,C.J. Henderson,fumbles,0,0
CAR,Christian McCaffrey,fumbles,0,0
CAR,Chuba Hubbard,fumbles,2,1
CAR,D'Onta Foreman,fumbles,1,0
CAR,Giovanni Ricci,fumbles,0,0
CAR,Ikem Ekwonu,fumbles,0,0
CAR,Keith Taylor,fumbles,1,0
CAR,Marquis Haynes Sr.,fumbles,0,0
CAR,Michael Jordan,fumbles,0,0
CAR,Pat Elflein,fumbles,1,0
CAR,Raheem Blackshear,fumbles,1,1
CAR,Robbie Chosen,fumbles,1,1
CAR,Sam Darnold,fumbles,6,2
CAR,Shaq Thompson,fumbles,1,0
CAR,Shi Smith,fumbles,4,1
CAR,Stephen Sullivan,fumbles,0,0
CAR,T.J. Carrie,fumbles,0,0
CAR,Terrace Marshall Jr.,fumbles,2,0
CAR,Tommy Tremble,fumbles,1,1
CAR,Xavier Woods,fumbles,0,0
CAR,Yetur Gross-Matos,fumbles,1,0
