team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
CAR,Baker Mayfield,passing,1313,6.53,6,6,19,119,206
CAR,Jacob Eason,passing,59,11.8,0,1,0,3,5
CAR,PJ Walker,passing,731,6.38,3,3,7,63,106
CAR,Sam Darnold,passing,1143,7.82,7,3,10,82,140
