team,player,category,CAR,YDS,AVG,TD,LONG
CAR,Baker Mayfield,rushing,16,52,2.4,1,17
CAR,Christian McCaffrey,rushing,85,393,4.5,2,49
CAR,Chuba Hubbard,rushing,95,466,4.45,2,35
CAR,D'Onta Foreman,rushing,203,914,3.83,5,60
CAR,DJ Moore,rushing,10,53,5.44,0,11
CAR,Laviska Shenault Jr.,rushing,9,65,5.86,1,41
CAR,PJ Walker,rushing,6,39,7.42,0,20
CAR,Raheem Blackshear,rushing,23,77,2.27,3,16
CAR,Sam Darnold,rushing,26,106,3.67,2,26
CAR,Sean Chandler,rushing,1,2,2.0,0,2
CAR,Spencer Brown,rushing,9,43,4.9,0,7
