week,opponent,result
1,BUF,LOSS
2,LAR,WIN
3,DET,LOSS
4,WSH,LOSS
5,SF,WIN
6,GB,LOSS
7,LAC,WIN
8,MIA,WIN
9,CHI,WIN
10,NYJ,WIN
11,BYE,BYE
12,SEA,LOSS
13,MIN,LOSS
14,SEA,LOSS
15,NE,WIN
16,CAR,LOSS
17,LAR,LOSS
18,SF,WIN
