team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
ARI,Kyler Murray,passing,245,5.7,1,0,0,27,43
ATL,Matt Ryan,passing,215,9.0,1,0,3,18,24
BAL,Josh Johnson,passing,304,7.6,2,1,1,28,40
BUF,Josh Allen,passing,314,6.7,3,0,0,30,47
CAR,Sam Darnold,passing,190,5.9,0,0,4,15,32
CAR,Cam Newton,passing,61,4.7,0,1,3,7,13
CHI,Nick Foles,passing,250,7.1,1,0,4,24,35
CIN,Joe Burrow,passing,525,11.4,4,0,3,37,46
CLE,Baker Mayfield,passing,222,6.2,2,4,5,21,36
DAL,Dak Prescott,passing,330,8.5,4,0,3,28,39
DAL,Cooper Rush,passing,70,23.3,1,0,0,2,3
DEN,Drew Lock,passing,153,7.0,0,0,2,15,22
DET,Tim Boyle,passing,187,5.5,1,1,0,24,34
DET,Jack Fox,passing,21,21.0,0,0,0,1,1
GB,Aaron Rodgers,passing,202,5.9,3,0,0,24,34
HOU,Davis Mills,passing,254,9.4,2,0,1,21,27
IND,Carson Wentz,passing,225,8.0,2,0,2,18,28
JAX,Trevor Lawrence,passing,280,7.2,0,0,1,26,39
KC,Patrick Mahomes,passing,258,8.6,3,0,2,23,30
LAC,Justin Herbert,passing,336,9.6,1,2,1,27,35
LAR,Matthew Stafford,passing,197,5.3,1,3,0,21,37
LV,Derek Carr,passing,201,8.0,1,1,2,20,25
MIA,Jacoby Brissett,passing,0,0.0,0,0,1,0,0
MIA,Tua Tagovailoa,passing,198,7.6,1,1,2,19,26
MIN,Kirk Cousins,passing,315,8.3,1,1,3,27,38
NE,Mac Jones,passing,145,4.5,0,2,1,14,32
NO,Ian Book,passing,135,6.8,0,2,8,12,20
NYG,Jake Fromm,passing,25,1.5,0,1,2,6,17
NYG,Mike Glennon,passing,93,3.4,1,1,0,17,27
NYJ,Zach Wilson,passing,102,4.6,1,0,1,14,22
PHI,Jalen Hurts,passing,199,6.9,2,0,1,17,29
PIT,Ben Roethlisberger,passing,159,4.5,1,1,2,23,35
PIT,Mason Rudolph,passing,35,4.4,0,0,0,5,8
SEA,Russell Wilson,passing,181,6.7,2,0,2,16,27
SF,Jimmy Garoppolo,passing,322,9.2,1,2,2,26,35
TB,Blaine Gabbert,passing,0,0.0,0,0,0,0,1
TB,Tom Brady,passing,232,7.7,1,0,0,18,30
TEN,A.J. Brown,passing,0,0.0,0,0,0,0,1
TEN,Ryan Tannehill,passing,209,7.2,1,0,4,22,29
WSH,Taylor Heinicke,passing,121,5.5,1,2,4,7,22
WSH,Kyle Allen,passing,67,6.7,1,0,1,8,10
