team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
NYG,Graham Gano,kicking,55.56,53,41,9,11,15,15
NYG,Greg Joseph,kicking,66.67,52,45,13,16,6,6
NYG,Jamie Gillan,kicking,0.0,0,0,0,0,0,1
NYG,Jude McAtamney,kicking,100.0,31,4,1,1,1,1
