team,player,category,YDS,AVG,TD,INT,SACKS,QBR,RTG,COMP,ATT
NYG,Daniel Jones,passing,2070,6.07,8,7,0.0,45.98,82.24,216,341
NYG,Drew Lock,passing,1071,5.37,6,5,0.0,34.54,76.69,107,181
NYG,Malik Nabers,passing,0,0.0,0,0,0.0,2.1,39.6,0,1
NYG,Tim Boyle,passing,123,5.1,1,1,0.0,46.1,61.6,12,24
NYG,Tommy DeVito,passing,257,5.65,0,0,0.0,28.0,85.95,31,44
