team,player,category,REC,YDS,AVG,TD,LONG,TGTS
NYG,Chris Manhertz,receiving,3,30,7.5,1,16,4
NYG,Daniel Bellinger,receiving,14,125,8.74,0,17,17
NYG,Darius Slayton,receiving,39,573,13.19,2,43,71
NYG,Devin Singletary,receiving,21,119,4.62,0,23,24
NYG,Eric Gray,receiving,10,82,6.46,0,19,11
NYG,Isaiah Hodgins,receiving,2,12,6.0,0,7,2
NYG,Jalin Hyatt,receiving,8,62,2.88,0,19,19
NYG,Malik Nabers,receiving,109,1204,11.39,7,59,170
NYG,Theo Johnson,receiving,29,331,11.84,1,35,43
NYG,Tyrone Tracy Jr.,receiving,38,284,6.81,1,19,53
NYG,Wan'Dale Robinson,receiving,93,699,7.62,3,35,140
