team,player,category,FUM,LOST
ARI,Kyler Murray,fumbles,1,1
ATL,Arnold Ebiketie,fumbles,0,0
BAL,Desmond King II,fumbles,2,0
BAL,Lamar Jackson,fumbles,1,0
BAL,Ronnie Stanley,fumbles,0,0
BAL,Kyle Van Noy,fumbles,0,0
BAL,Chris Board,fumbles,0,0
BAL,Kristian Welch,fumbles,0,0
BUF,James Cook III,fumbles,1,0
BUF,Dorian Williams,fumbles,0,0
BUF,O'Cyrus Torrence,fumbles,0,0
BUF,Taron Johnson,fumbles,0,0
BUF,Khalil Shakir,fumbles,1,0
CAR,Jonathan Harris,fumbles,0,0
CHI,DJ Moore,fumbles,0,0
CHI,Rome Odunze,fumbles,1,1
CHI,Caleb Williams,fumbles,2,1
CIN,Joe Burrow,fumbles,1,1
CIN,Vonn Bell,fumbles,0,0
CLE,Jowon Briggs,fumbles,0,0
CLE,D'Onta Foreman,fumbles,1,1
CLE,Dorian Thompson-Robinson,fumbles,1,0
DAL,DaRon Bland,fumbles,0,0
DEN,Bo Nix,fumbles,1,0
DEN,Marvin Mims Jr.,fumbles,0,0
DET,Josh Paschal,fumbles,0,0
DET,Ben Niemann,fumbles,0,0
GB,Rashan Gary,fumbles,0,0
HOU,Robert Woods,fumbles,1,0
JAX,Brenton Strange,fumbles,1,1
JAX,Tank Bigsby,fumbles,1,1
JAX,Devin Duvernay,fumbles,1,0
LAC,Kimani Vidal,fumbles,1,0
LAR,Jordan Whittington,fumbles,0,0
LAR,Jared Verse,fumbles,0,0
LV,Thomas Harper,fumbles,0,0
LV,Tre'von Moehrig,fumbles,0,0
MIA,Tua Tagovailoa,fumbles,1,0
MIN,Sam Darnold,fumbles,1,0
NE,Drake Maye,fumbles,2,1
NE,Rhamondre Stevenson,fumbles,1,1
NE,Antonio Gibson,fumbles,1,0
NO,Spencer Rattler,fumbles,1,1
NO,Kevin Austin Jr.,fumbles,1,0
NYG,Drew Lock,fumbles,1,1
NYJ,Aaron Rodgers,fumbles,1,1
NYJ,Xavier Gipson,fumbles,1,1
PHI,Avonte Maddox,fumbles,1,1
PHI,Cooper DeJean,fumbles,0,0
PHI,Nolan Smith Jr.,fumbles,0,0
PHI,Lane Johnson,fumbles,0,0
PHI,Kenny Pickett,fumbles,1,0
PIT,Jaylen Warren,fumbles,1,0
PIT,Russell Wilson,fumbles,1,1
TB,Rachaad White,fumbles,1,1
TB,Baker Mayfield,fumbles,1,0
TB,Payne Durham,fumbles,1,0
WSH,Benjamin St-Juste,fumbles,0,0
WSH,Dyami Brown,fumbles,1,1
WSH,Brian Robinson Jr.,fumbles,2,2
