team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
ARI,Kyler Murray,passing,202,6.3,1,1,3,20,32
ATL,Michael Penix Jr.,passing,202,7.5,0,1,0,18,27
BAL,Lamar Jackson,passing,207,9.0,3,1,1,15,23
BUF,Josh Allen,passing,154,5.3,1,1,1,16,29
CAR,Bryce Young,passing,158,6.1,2,0,3,17,26
CHI,Caleb Williams,passing,334,8.4,2,0,2,26,40
CIN,Joe Burrow,passing,252,8.4,3,0,4,23,30
CLE,Dorian Thompson-Robinson,passing,157,4.6,0,2,5,20,34
DAL,Cooper Rush,passing,292,8.3,1,0,1,26,35
DEN,Bo Nix,passing,263,6.6,2,0,2,29,40
DET,Jared Goff,passing,336,10.5,3,0,1,23,32
GB,Jordan Love,passing,182,6.5,1,0,0,16,28
GB,Malik Willis,passing,34,17.0,0,0,0,1,2
HOU,C.J. Stroud,passing,244,6.3,2,2,2,23,39
IND,Anthony Richardson Sr.,passing,131,11.9,1,1,1,7,11
JAX,Mac Jones,passing,247,6.3,1,0,1,25,39
KC,Patrick Mahomes,passing,260,6.3,1,0,1,28,41
LAC,Justin Herbert,passing,284,9.2,2,1,2,23,31
LAR,Matthew Stafford,passing,110,5.8,1,1,0,14,19
LV,Aidan O'Connell,passing,257,6.8,0,0,2,24,38
MIA,Tua Tagovailoa,passing,215,6.3,1,0,0,22,34
MIN,Sam Darnold,passing,246,7.0,3,0,3,22,35
NE,Drake Maye,passing,261,7.3,2,1,2,22,36
NO,Spencer Rattler,passing,153,5.1,0,1,3,15,30
NYG,Drew Lock,passing,210,5.4,1,2,3,22,39
NYJ,Aaron Rodgers,passing,256,6.1,1,0,1,28,42
PHI,Jalen Hurts,passing,11,2.8,0,0,0,1,4
PHI,Saquon Barkley,passing,0,0.0,0,0,1,0,0
PHI,Kenny Pickett,passing,143,6.0,1,1,3,14,24
PIT,Russell Wilson,passing,217,6.6,2,1,3,22,33
SEA,Geno Smith,passing,314,7.3,3,2,2,31,43
SF,Brock Purdy,passing,313,7.8,2,1,3,26,40
TB,Baker Mayfield,passing,303,7.0,2,1,4,31,43
TEN,Mason Rudolph,passing,252,7.4,2,3,1,23,34
WSH,Jayden Daniels,passing,258,6.6,5,2,1,24,39
