team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
ARI,Chad Ryland,kicking,100.0,58,12,3,3,3,3
ATL,Riley Patterson,kicking,66.7,52,10,2,3,4,4
BAL,Justin Tucker,kicking,100.0,51,10,2,2,4,4
BUF,Tyler Bass,kicking,100.0,50,6,1,1,3,3
CAR,Eddy Pineiro,kicking,100.0,29,6,1,1,3,4
CHI,Cairo Santos,kicking,100.0,30,5,1,1,2,2
CIN,Cade York,kicking,50.0,59,6,1,2,3,3
CLE,Dustin Hopkins,kicking,0.0,0,0,0,0,0,1
DAL,Brandon Aubrey,kicking,100.0,58,14,4,4,2,2
DEN,Wil Lutz,kicking,100.0,55,9,2,2,3,3
DET,Jake Bates,kicking,66.7,34,10,2,3,4,4
GB,Brandon McManus,kicking,100.0,55,10,2,2,4,4
HOU,Ka'imi Fairbairn,kicking,100.0,38,7,2,2,1,2
IND,Matt Gay,kicking,50.0,31,8,1,2,5,5
JAX,Cam Little,kicking,0.0,0,2,0,0,2,2
KC,Harrison Butker,kicking,100.0,44,9,2,2,3,3
LAC,Cameron Dicker,kicking,100.0,57,8,2,2,2,2
LAR,Joshua Karty,kicking,100.0,45,7,2,2,1,2
LV,Daniel Carlson,kicking,66.7,49,7,2,3,1,1
MIA,Jason Sanders,kicking,100.0,54,17,5,5,2,2
MIN,Will Reichard,kicking,100.0,52,9,2,2,3,3
NE,Joey Slye,kicking,0.0,0,3,0,0,3,3
NYG,Graham Gano,kicking,0.0,0,1,0,0,1,1
NYJ,Anders Carlson,kicking,50.0,21,3,1,2,0,1
PHI,Jake Elliott,kicking,80.0,50,15,4,5,3,3
PIT,Chris Boswell,kicking,100.0,51,5,1,1,2,2
SEA,Jason Myers,kicking,50.0,43,6,1,2,3,3
SF,Jake Moody,kicking,50.0,21,5,1,2,2,2
TB,Chase McLaughlin,kicking,100.0,45,6,1,1,3,3
TEN,Brayden Narveson,kicking,0.0,0,2,0,1,2,2
WSH,Zane Gonzalez,kicking,0.0,0,4,0,0,4,4
