team,player,category,NO,YDS,AVG,TB,In 20,LONG
ATL,Bradley Pinion,punting,4,185,46.3,0,2,52
BAL,Jordan Stout,punting,2,95,47.5,0,2,55
BUF,Mitch Wishnowsky,punting,3,146,48.7,0,2,54
CAR,Sam Martin,punting,4,211,52.8,0,1,60
CHI,Tory Taylor,punting,2,108,54.0,1,0,65
CIN,Ryan Rehkow,punting,3,174,58.0,0,0,65
CLE,Corey Bojorquez,punting,4,161,40.3,0,2,44
DAL,Bryan Anger,punting,5,252,50.4,0,3,58
DEN,Jeremy Crawshaw,punting,2,80,40.0,0,0,47
GB,Daniel Whelan,punting,3,152,50.7,0,1,56
HOU,Tommy Townsend,punting,2,96,48.0,0,1,53
IND,Rigoberto Sanchez,punting,4,189,47.3,0,1,49
KC,Matt Araiza,punting,1,56,56.0,0,0,56
MIA,Jake Bailey,punting,3,148,49.3,0,1,52
MIN,Ryan Wright,punting,4,184,46.0,0,3,51
NE,Bryce Baringer,punting,3,124,41.3,1,1,61
NO,Kai Kroeger,punting,3,121,40.3,0,2,55
NYG,Jamie Gillan,punting,4,194,48.5,0,1,58
NYJ,Austin McNamara,punting,2,81,40.5,1,0,43
PHI,Braden Mann,punting,1,57,57.0,0,0,57
PIT,Corliss Waitman,punting,4,194,48.5,0,1,51
SF,Thomas Morstead,punting,5,238,47.6,0,3,54
TB,Riley Dixon,punting,3,151,50.3,0,1,58
TEN,Johnny Hekker,punting,5,215,43.0,1,1,49
WSH,Tress Way,punting,3,142,47.3,0,1,59
