team,player,category,INT,YDS,TD
BAL,Nate Wiggins,interceptions,1,9,0
BUF,AJ Epenesa,interceptions,1,24,0
CLE,Carson Schwesinger,interceptions,1,7,0
DAL,Trikweze Bridges,interceptions,1,7,0
DEN,Jahdae Barron,interceptions,1,0,0
DEN,Dondrea Tillman,interceptions,1,36,0
HOU,Kamari Lassiter,interceptions,1,0,0
IND,Chris Lammons,interceptions,1,0,0
KC,Jack Cochrane,interceptions,1,0,0
KC,Mike Danna,interceptions,1,10,0
LAC,RJ Mickens,interceptions,1,15,0
MIN,Joshua Metellus,interceptions,1,0,0
NE,Jaylinn Hawkins,interceptions,1,0,0
NE,Robert Spillane,interceptions,1,33,0
SF,Deommodore Lenoir,interceptions,1,26,0
TB,Antoine Winfield Jr.,interceptions,1,0,0
TB,Anthony Nelson,interceptions,1,3,1
WSH,Bobby Wagner,interceptions,1,1,0
WSH,Marshon Lattimore,interceptions,1,0,0
