team,player,category,CAR,YDS,AVG,TD,LONG
ATL,Kirk Cousins,rushing,2,2,1.0,0,3
ATL,Tyler Allgeier,rushing,4,4,1.0,1,6
ATL,Nathan Carter,rushing,2,14,7.0,0,12
ATL,Bijan Robinson,rushing,9,25,2.8,0,7
BAL,Tyler Huntley,rushing,8,53,6.6,0,29
BAL,Keaton Mitchell,rushing,4,43,10.8,0,25
BAL,Derrick Henry,rushing,21,71,3.4,2,10
BAL,Zay Flowers,rushing,1,8,8.0,0,8
BAL,Justice Hill,rushing,1,2,2.0,0,2
BUF,Ty Johnson,rushing,4,6,1.5,0,4
BUF,Josh Allen,rushing,3,7,2.3,2,5
BUF,James Cook III,rushing,19,216,11.4,2,64
BUF,Ray Davis,rushing,9,16,1.8,0,5
CAR,Chuba Hubbard,rushing,12,34,2.8,1,5
CAR,Andy Dalton,rushing,2,1,0.5,0,1
CAR,Jimmy Horn Jr.,rushing,2,9,4.5,0,7
CAR,Trevor Etienne,rushing,4,16,4.0,0,8
CAR,Rico Dowdle,rushing,8,54,6.8,0,24
CHI,DJ Moore,rushing,2,3,1.5,0,3
CHI,Kyle Monangai,rushing,7,24,3.4,0,15
CHI,Caleb Williams,rushing,3,24,8.0,0,22
CHI,D'Andre Swift,rushing,11,45,4.1,1,13
CIN,Joe Flacco,rushing,2,14,7.0,1,13
CIN,Samaje Perine,rushing,9,94,10.4,1,32
CIN,Chase Brown,rushing,12,73,6.1,1,22
CLE,Dylan Sampson,rushing,3,0,0.0,0,1
CLE,Quinshon Judkins,rushing,9,19,2.1,0,6
CLE,Gage Larvadain,rushing,1,3,3.0,0,3
CLE,Dillon Gabriel,rushing,1,13,13.0,0,13
CLE,Malachi Corley,rushing,1,31,31.0,0,31
CLE,Harold Fannin Jr.,rushing,1,2,2.0,0,2
DAL,Malik Davis,rushing,2,3,1.5,0,2
DAL,Javonte Williams,rushing,13,41,3.2,2,9
DAL,CeeDee Lamb,rushing,1,2,2.0,0,2
DAL,Jaydon Blue,rushing,8,29,3.6,0,14
DAL,Hunter Luepke,rushing,1,2,2.0,0,2
DAL,Dak Prescott,rushing,6,31,5.2,0,9
DEN,Marvin Mims Jr.,rushing,3,18,6.0,0,9
DEN,J.K. Dobbins,rushing,15,111,7.4,0,25
DEN,RJ Harvey,rushing,7,46,6.6,2,40
DEN,Tyler Badie,rushing,1,6,6.0,0,6
DEN,Jarrett Stidham,rushing,1,-1,-1.0,0,-1
DEN,Bo Nix,rushing,1,-1,-1.0,0,-1
GB,Emanuel Wilson,rushing,11,61,5.5,0,15
GB,Josh Jacobs,rushing,13,33,2.5,1,6
GB,Savion Williams,rushing,1,1,1.0,0,1
GB,Jordan Love,rushing,1,-1,-1.0,0,-1
HOU,Dare Ogunbowale,rushing,1,9,9.0,0,9
HOU,C.J. Stroud,rushing,7,30,4.3,0,13
HOU,Nick Chubb,rushing,17,56,3.3,0,9
HOU,Woody Marks,rushing,11,62,5.6,0,23
IND,Ameer Abdullah,rushing,2,5,2.5,0,3
IND,Riley Leonard,rushing,1,1,1.0,0,1
IND,Jonathan Taylor,rushing,12,153,12.8,2,80
IND,Daniel Jones,rushing,1,3,3.0,0,3
IND,Tyler Goodson,rushing,2,2,1.0,0,2
KC,Kareem Hunt,rushing,9,40,4.4,1,11
KC,Isiah Pacheco,rushing,12,58,4.8,0,13
KC,Patrick Mahomes,rushing,4,30,7.5,0,15
KC,Brashard Smith,rushing,3,8,2.7,0,4
KC,Rashee Rice,rushing,2,12,6.0,0,7
LAC,Nyheim Hines,rushing,2,-2,-1.0,0,1
LAC,Jaret Patterson,rushing,11,30,2.7,0,7
LAC,Justin Herbert,rushing,7,62,8.9,0,18
LAC,Kimani Vidal,rushing,23,117,5.1,1,21
MIA,De'Von Achane,rushing,18,67,3.7,0,12
MIA,Jaylen Wright,rushing,9,28,3.1,0,7
MIA,Ollie Gordon II,rushing,10,46,4.6,0,13
MIN,Zavier Scott,rushing,2,16,8.0,0,10
MIN,Aaron Jones Sr.,rushing,5,15,3.0,0,5
MIN,Jordan Mason,rushing,4,3,0.8,0,4
NE,Drake Maye,rushing,7,50,7.1,0,28
NE,TreVeyon Henderson,rushing,10,75,7.5,0,27
NE,Rhamondre Stevenson,rushing,14,34,2.4,0,9
NE,Terrell Jennings,rushing,2,15,7.5,0,11
NE,DeMario Douglas,rushing,2,3,1.5,0,8
NO,Alvin Kamara,rushing,6,21,3.5,0,5
NO,Tyler Shough,rushing,3,12,4.0,0,6
NO,Spencer Rattler,rushing,3,12,4.0,0,7
NO,Taysom Hill,rushing,2,6,3.0,0,3
NO,Chris Olave,rushing,1,-3,-3.0,0,-3
NYG,Tyrone Tracy Jr.,rushing,10,39,3.9,0,6
NYG,Cam Skattebo,rushing,3,12,4.0,0,5
NYG,Jaxson Dart,rushing,6,17,2.8,1,8
NYG,Devin Singletary,rushing,2,0,0.0,0,3
NYJ,Isaiah Williams,rushing,1,25,25.0,0,25
NYJ,Justin Fields,rushing,11,31,2.8,0,7
NYJ,Isaiah Davis,rushing,7,65,9.3,0,50
NYJ,Breece Hall,rushing,18,133,7.4,2,35
PHI,Saquon Barkley,rushing,14,150,10.7,1,65
PHI,Jalen Hurts,rushing,4,22,5.5,0,8
PHI,Will Shipley,rushing,3,2,0.7,0,3
PHI,Tanner McKee,rushing,3,-2,-0.7,0,0
PHI,Tank Bigsby,rushing,9,104,11.6,0,29
PIT,Kenny Gainwell,rushing,5,31,6.2,0,14
PIT,Jaylen Warren,rushing,13,62,4.8,0,17
SF,Mac Jones,rushing,2,23,11.5,0,13
SF,Christian McCaffrey,rushing,8,25,3.1,0,9
TB,Josh Williams,rushing,4,11,2.8,0,4
TB,Rachaad White,rushing,13,35,2.7,0,9
TB,Sean Tucker,rushing,12,42,3.5,1,15
TEN,Cam Ward,rushing,2,4,2.0,0,7
