team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
ARI,David Blough,passing,222,5.6,1,0,2,24,40
ATL,Desmond Ridder,passing,169,6.5,0,0,1,19,26
BAL,Tyler Huntley,passing,130,6.2,1,1,1,14,21
CAR,Sam Darnold,passing,341,9.2,3,1,2,23,37
CHI,Justin Fields,passing,75,3.6,1,1,7,7,21
CLE,Deshaun Watson,passing,169,9.4,3,0,5,9,18
DAL,Dak Prescott,passing,282,6.9,2,2,1,29,41
DEN,Russell Wilson,passing,222,5.8,1,1,4,26,38
DET,Nate Sudfeld,passing,0,0.0,0,0,1,0,0
DET,Jared Goff,passing,255,8.8,3,0,1,21,29
GB,Jordan Love,passing,9,3.0,0,0,0,2,3
GB,Aaron Rodgers,passing,159,6.6,1,0,1,15,24
HOU,Jeff Driskel,passing,9,2.3,0,0,1,3,4
HOU,Davis Mills,passing,202,5.1,0,0,1,22,40
IND,Nick Foles,passing,81,6.2,0,1,1,8,13
IND,Sam Ehlinger,passing,60,4.3,1,0,1,9,14
JAX,C.J. Beathard,passing,29,3.6,0,1,1,5,8
JAX,Trevor Lawrence,passing,152,7.2,0,1,1,17,21
KC,Patrick Mahomes,passing,328,7.8,3,1,0,29,42
LAC,Chase Daniel,passing,27,9.0,0,0,0,3,3
LAC,Justin Herbert,passing,212,7.6,2,0,0,21,28
LAR,Baker Mayfield,passing,132,6.9,0,0,3,11,19
LV,Jarrett Stidham,passing,365,10.7,3,2,0,23,34
MIA,Skylar Thompson,passing,104,5.0,1,1,1,12,21
MIA,Teddy Bridgewater,passing,161,8.5,1,1,1,12,19
MIN,Nick Mullens,passing,57,14.3,1,0,0,4,4
MIN,Kirk Cousins,passing,205,6.6,1,3,2,18,31
NE,Mac Jones,passing,204,6.2,2,0,3,20,33
NO,Taysom Hill,passing,24,12.0,0,0,1,2,2
NO,Andy Dalton,passing,205,9.3,0,1,6,18,22
NYG,Daniel Jones,passing,177,7.4,2,0,0,19,24
NYJ,Mike White,passing,240,5.2,0,2,4,23,46
PHI,Gardner Minshew II,passing,274,8.6,1,1,6,18,32
PIT,Kenny Pickett,passing,168,6.2,1,0,2,15,27
SEA,Geno Smith,passing,183,6.3,2,0,4,18,29
SF,Brock Purdy,passing,284,8.1,2,1,0,22,35
TB,Tom Brady,passing,432,9.6,3,0,3,34,45
TEN,Joshua Dobbs,passing,232,5.9,1,1,2,20,39
WSH,Carson Wentz,passing,143,5.1,0,3,3,16,28
