team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
ARI,Matt Prater,kicking,80.0,57,13,4,5,1,1
ATL,Younghoe Koo,kicking,100.0,27,8,2,2,2,2
BAL,Justin Tucker,kicking,100.0,51,7,2,2,1,1
CAR,Eddy Pineiro,kicking,100.0,49,6,1,1,3,3
CHI,Cairo Santos,kicking,100.0,23,4,1,1,1,1
CLE,Cade York,kicking,100.0,37,6,1,1,3,3
DAL,Brett Maher,kicking,100.0,45,9,2,2,3,3
DEN,Brandon McManus,kicking,100.0,49,6,1,1,3,3
DET,Michael Badgley,kicking,100.0,41,11,2,2,5,5
GB,Mason Crosby,kicking,100.0,56,11,2,2,5,5
HOU,Ka'imi Fairbairn,kicking,100.0,56,3,1,1,0,0
IND,Chase McLaughlin,kicking,50.0,23,4,1,2,1,1
JAX,Riley Patterson,kicking,100.0,53,7,1,1,4,4
KC,Harrison Butker,kicking,0.0,0,3,0,1,3,3
LAC,Cameron Dicker,kicking,100.0,40,7,1,1,4,4
LAR,Matt Gay,kicking,100.0,23,4,1,1,1,1
LV,Daniel Carlson,kicking,100.0,57,10,2,2,4,4
MIA,Jason Sanders,kicking,0.0,0,3,0,1,3,3
MIN,Greg Joseph,kicking,33.0,21,5,1,3,2,2
NE,Nick Folk,kicking,100.0,49,5,1,1,2,3
NO,Wil Lutz,kicking,100.0,54,8,2,2,2,2
NYG,Graham Gano,kicking,100.0,36,8,1,1,5,5
NYJ,Greg Zuerlein,kicking,67.0,44,6,2,3,0,0
PHI,Jake Elliott,kicking,100.0,56,4,1,1,1,1
PIT,Chris Boswell,kicking,75.0,51,10,3,4,1,1
SEA,Jason Myers,kicking,75.0,31,11,3,4,2,2
SF,Robbie Gould,kicking,75.0,43,13,3,4,4,4
TB,Ryan Succop,kicking,33.0,22,4,1,3,1,2
TEN,Randy Bullock,kicking,100.0,37,7,2,2,1,1
WSH,Joey Slye,kicking,100.0,43,4,1,1,1,1
