team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
PIT,Chase Claypool,passing,1,1.0,1,0,0,1,1
PIT,Kenny Pickett,passing,2404,5.79,7,9,27,245,389
PIT,Mitchell Trubisky,passing,1252,7.5,4,5,11,117,180
PIT,Najee Harris,passing,4,4.0,0,0,0,1,1
