team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
PIT,Chris Boswell,kicking,73.58,59,78,20,28,18,18
PIT,Matthew Wright,kicking,87.5,52,43,12,14,7,7
PIT,Nick Sciba,kicking,100.0,38,7,2,2,1,1
