week,opponent,result
1,JAX,WIN
2,CLE,LOSS
3,CAR,LOSS
4,BUF,LOSS
5,NE,LOSS
6,IND,LOSS
7,ARI,LOSS
8,LAR,LOSS
9,MIA,LOSS
10,BYE,BYE
11,TEN,WIN
12,NYJ,LOSS
13,IND,LOSS
14,SEA,LOSS
15,JAX,WIN
16,LAC,WIN
17,SF,LOSS
18,TEN,LOSS
