team,player,category,FUM,LOST
ATL,Desmond Ridder,fumbles,1,1
BAL,Melvin Gordon III,fumbles,1,1
BAL,Gus Edwards,fumbles,1,1
BAL,Broderick Washington Jr.,fumbles,0,0
BAL,Arthur Maulet,fumbles,0,0
BUF,Josh Allen,fumbles,1,1
CAR,DJ Chark,fumbles,1,1
CAR,Bryce Young,fumbles,1,1
CHI,Jaquan Brisker,fumbles,0,0
CIN,Jake Browning,fumbles,1,0
DAL,Jourdan Lewis,fumbles,0,0
DEN,Jarrett Stidham,fumbles,1,0
GB,Jordan Love,fumbles,1,1
HOU,Henry To'oTo'o,fumbles,0,0
IND,Michael Pittman Jr.,fumbles,1,1
KC,Mike Edwards,fumbles,0,0
KC,Richie James,fumbles,1,0
LAC,Easton Stick,fumbles,1,1
LAC,Austin Ekeler,fumbles,1,0
LAC,Alex Erickson,fumbles,0,0
LAR,Byron Young,fumbles,0,0
MIA,Christian Wilkins,fumbles,0,0
NE,Joe Cardona,fumbles,1,0
NE,Bryce Baringer,fumbles,0,0
NE,Vederian Lowe,fumbles,0,0
NO,Payton Turner,fumbles,0,0
NO,Juwan Johnson,fumbles,0,0
NO,Lynn Bowden Jr.,fumbles,1,0
NO,James Hurst,fumbles,0,0
NO,Derek Carr,fumbles,1,0
NYG,Azeez Ojulari,fumbles,0,0
NYG,Micah McFadden,fumbles,0,0
NYG,Tyrod Taylor,fumbles,1,0
NYG,Saquon Barkley,fumbles,0,0
NYJ,Xavier Gipson,fumbles,1,0
NYJ,Chris Glaser,fumbles,1,0
NYJ,Ashtyn Davis,fumbles,1,1
NYJ,Trevor Siemian,fumbles,0,0
PHI,Marcus Mariota,fumbles,1,1
PHI,A.J. Brown,fumbles,1,1
PIT,Jaylen Warren,fumbles,2,1
PIT,Calvin Austin III,fumbles,1,0
PIT,Markus Golden,fumbles,0,0
PIT,Larry Ogunjobi,fumbles,0,0
PIT,Dan Moore Jr.,fumbles,0,0
PIT,Mason Rudolph,fumbles,3,1
PIT,Broderick Jones,fumbles,0,0
SF,Sam Darnold,fumbles,2,1
TB,Trey Palmer,fumbles,1,0
TB,Greg Gaines,fumbles,0,0
TB,Jamel Dean,fumbles,0,0
TB,Robert Hainsey,fumbles,0,0
TEN,Ty Zentner,fumbles,1,0
WSH,Brian Robinson Jr.,fumbles,1,1
