team,player,category,INT,YDS,TD
BAL,Marcus Williams,interceptions,1,33,0
BUF,Dane Jackson,interceptions,1,2,0
BUF,Boogie Basham,interceptions,1,21,0
BUF,Jordan Poyer,interceptions,1,6,0
CHI,Eddie Jackson,interceptions,1,26,0
CLE,Grant Delpit,interceptions,1,-4,0
DAL,Donovan Wilson,interceptions,1,0,0
HOU,Jerry Hughes,interceptions,1,14,0
JAX,Tyson Campbell,interceptions,1,3,0
JAX,Travon Walker,interceptions,1,9,0
LAC,Asante Samuel Jr.,interceptions,1,0,0
LAC,Bryce Callahan,interceptions,1,2,0
LAC,Drue Tranquill,interceptions,1,20,0
LAR,Troy Hill,interceptions,1,5,0
LAR,Terrell Lewis,interceptions,1,0,0
MIA,Jevon Holland,interceptions,1,31,0
MIN,Harrison Smith,interceptions,1,0,0
NYJ,D.J. Reed,interceptions,1,0,0
PHI,James Bradberry IV,interceptions,1,27,1
PIT,Ahkello Witherspoon,interceptions,1,0,0
PIT,T.J. Watt,interceptions,1,0,0
PIT,Cameron Sutton,interceptions,1,0,0
PIT,Minkah Fitzpatrick,interceptions,1,31,1
SF,Talanoa Hufanga,interceptions,1,1,0
TB,Antoine Winfield Jr.,interceptions,1,15,0
TEN,Amani Hooker,interceptions,1,0,0
WSH,Darrick Forrest,interceptions,1,1,0
