team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
ARI,Trace McSorley,passing,12,3.0,0,0,1,2,4
ARI,Kyler Murray,passing,193,5.7,2,0,2,22,34
ATL,Marcus Mariota,passing,215,6.5,0,0,0,20,33
BAL,Lamar Jackson,passing,213,7.1,3,1,2,17,30
BUF,Josh Allen,passing,297,9.6,3,2,2,26,31
CAR,Baker Mayfield,passing,235,8.7,1,1,4,16,27
CHI,Justin Fields,passing,121,7.1,2,1,2,8,17
CIN,Joe Burrow,passing,338,6.4,2,4,7,33,53
CLE,Jacoby Brissett,passing,147,4.3,1,0,1,18,34
DAL,Cooper Rush,passing,64,4.9,0,0,2,7,13
DAL,Dak Prescott,passing,134,4.6,0,1,2,14,29
DEN,Russell Wilson,passing,340,8.1,1,0,2,29,42
DET,Jared Goff,passing,215,5.8,2,1,1,21,37
GB,Jordan Love,passing,65,13.0,0,0,0,4,5
GB,Aaron Rodgers,passing,195,5.7,0,1,4,22,34
HOU,Davis Mills,passing,240,6.5,2,0,3,23,37
IND,Matt Ryan,passing,352,7.0,1,1,2,32,50
JAX,Trevor Lawrence,passing,275,6.5,1,1,2,24,42
KC,Patrick Mahomes,passing,360,9.2,5,0,0,30,39
LAC,Justin Herbert,passing,279,8.2,3,0,0,26,34
LAR,Matthew Stafford,passing,240,5.9,1,3,7,29,41
LV,Davante Adams,passing,0,0.0,0,0,1,0,0
LV,Derek Carr,passing,295,8.0,2,3,5,22,37
MIA,Tua Tagovailoa,passing,270,8.2,1,0,3,23,33
MIN,Kirk Cousins,passing,277,8.7,2,0,1,23,32
NE,Mac Jones,passing,213,7.1,1,1,2,21,30
NO,Jameis Winston,passing,269,7.9,2,0,4,23,34
NYG,Daniel Jones,passing,188,9.0,2,1,5,17,21
NYJ,Joe Flacco,passing,309,5.2,1,1,3,37,59
PHI,Jalen Hurts,passing,243,7.6,0,0,1,18,32
PIT,Mitchell Trubisky,passing,194,5.1,1,0,1,21,38
SEA,Geno Smith,passing,195,7.0,2,0,2,23,28
SF,Trey Lance,passing,164,5.9,0,1,2,13,28
TB,Tom Brady,passing,212,7.9,1,1,2,18,27
TEN,Ryan Tannehill,passing,266,8.1,2,0,1,20,33
WSH,Carson Wentz,passing,313,7.6,4,2,1,27,41
