week,opponent,result
1,PHI,LOSS
2,MIA,LOSS
3,NYJ,WIN
4,DAL,LOSS
5,NO,LOSS
6,LV,LOSS
7,BUF,WIN
8,MIA,LOSS
9,WSH,LOSS
10,IND,LOSS
11,BYE,BYE
12,NYG,LOSS
13,LAC,LOSS
14,PIT,WIN
15,KC,LOSS
16,DEN,WIN
17,BUF,LOSS
18,NYJ,LOSS
