team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
ARI,Chad Ryland,kicking,90.38,58,110,28,32,26,27
ARI,Matt Prater,kicking,75.0,57,28,6,6,10,10
