team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
ARI,Chad Ryland,kicking,100.0,40,7,2,2,1,1
ATL,Younghoe Koo,kicking,100.0,35,12,3,3,3,3
BAL,Justin Tucker,kicking,100.0,45,12,3,3,3,3
BUF,Tyler Bass,kicking,50.0,22,5,1,2,2,3
CAR,Eddy Pineiro,kicking,100.0,40,8,2,2,2,2
CHI,Cairo Santos,kicking,0.0,0,5,0,1,5,5
CIN,Evan McPherson,kicking,100.0,37,5,1,1,2,2
CLE,Dustin Hopkins,kicking,75.0,49,10,3,4,1,1
DAL,Brandon Aubrey,kicking,100.0,50,9,3,3,0,0
DEN,Wil Lutz,kicking,100.0,40,4,1,1,1,1
DET,Jake Bates,kicking,100.0,48,17,4,4,5,5
GB,Brayden Narveson,kicking,67.0,41,10,2,3,4,4
HOU,Ka'imi Fairbairn,kicking,67.0,46,11,2,3,5,5
IND,Matt Gay,kicking,100.0,26,8,2,2,2,2
JAX,Cam Little,kicking,100.0,30,4,1,1,1,1
LAC,Cameron Dicker,kicking,100.0,46,11,3,3,2,2
LV,Daniel Carlson,kicking,0.0,0,1,0,0,1,1
NE,Joey Slye,kicking,0.0,0,3,0,0,3,3
NO,Blake Grupe,kicking,100.0,42,9,2,2,3,3
NYG,Greg Joseph,kicking,0.0,0,1,0,2,1,1
NYJ,Greg Zuerlein,kicking,50.0,34,8,2,4,2,2
PHI,Jake Elliott,kicking,67.0,49,8,2,3,2,2
PIT,Chris Boswell,kicking,100.0,52,14,4,4,2,2
SEA,Jason Myers,kicking,100.0,20,6,1,1,3,3
SF,Matthew Wright,kicking,100.0,41,12,3,3,3,3
TB,Chase McLaughlin,kicking,100.0,26,9,1,1,6,6
TEN,Nick Folk,kicking,100.0,44,5,1,1,2,2
WSH,Austin Seibert,kicking,75.0,55,11,3,4,2,2
