team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
ARI,Kyler Murray,passing,214,6.7,1,0,0,22,32
ATL,Kirk Cousins,passing,225,7.5,1,0,0,19,30
BAL,Lamar Jackson,passing,323,12.4,1,1,2,20,26
BUF,Josh Allen,passing,215,8.6,2,0,2,19,25
CAR,Andy Dalton,passing,221,5.8,2,2,0,26,38
CHI,Caleb Williams,passing,226,7.8,4,1,3,23,29
CIN,Joe Burrow,passing,208,7.4,0,0,4,19,28
CLE,Deshaun Watson,passing,168,7.3,0,0,5,16,23
DAL,Cooper Rush,passing,46,4.2,0,1,0,8,11
DAL,Dak Prescott,passing,178,5.4,0,2,4,17,33
DEN,Bo Nix,passing,216,6.5,2,1,2,19,33
DET,Hendon Hooker,passing,19,9.5,0,0,1,1,2
DET,Jared Goff,passing,315,12.6,3,0,2,18,25
GB,Jordan Love,passing,258,8.1,4,1,0,22,32
HOU,Davis Mills,passing,0,0.0,0,0,0,0,1
HOU,C.J. Stroud,passing,192,6.2,3,1,2,20,31
IND,Joe Flacco,passing,189,5.0,2,1,0,22,38
JAX,Mac Jones,passing,6,6.0,0,0,1,1,1
JAX,Trevor Lawrence,passing,234,6.7,2,1,3,23,35
LAC,Justin Herbert,passing,237,7.0,1,0,3,21,34
LV,Aidan O'Connell,passing,227,5.7,1,1,1,27,40
NE,Drake Maye,passing,243,7.4,3,2,4,20,33
NO,Spencer Rattler,passing,243,6.1,1,2,5,22,40
NYG,Daniel Jones,passing,205,5.0,0,1,2,22,41
NYJ,Aaron Rodgers,passing,294,8.4,2,1,3,23,35
PHI,Jalen Hurts,passing,264,10.6,2,0,1,16,25
PIT,Justin Fields,passing,145,6.0,0,0,3,14,24
SEA,Geno Smith,passing,312,6.0,1,2,1,30,52
SF,Brock Purdy,passing,255,9.1,3,0,0,18,28
TB,Baker Mayfield,passing,325,9.0,4,3,1,24,36
TEN,Will Levis,passing,95,3.5,1,1,0,16,27
WSH,Jayden Daniels,passing,269,7.7,2,0,3,24,35
