team,player,category,CAR,YDS,AVG,TD,LONG
ARI,Trey Benson,rushing,5,26,5.2,0,20
ARI,James Conner,rushing,7,24,3.4,0,9
ARI,Kyler Murray,rushing,7,14,2.0,0,5
ARI,Emari Demercado,rushing,4,25,6.3,0,8
ATL,Kirk Cousins,rushing,4,-5,-1.3,0,-1
ATL,Bijan Robinson,rushing,15,95,6.3,2,17
ATL,Ray-Ray McCloud III,rushing,1,3,3.0,0,3
ATL,Tyler Allgeier,rushing,18,105,5.8,1,20
BAL,Zay Flowers,rushing,1,2,2.0,0,2
BAL,Derrick Henry,rushing,24,132,5.5,2,27
BAL,Lamar Jackson,rushing,11,40,3.6,0,33
BAL,Justice Hill,rushing,1,2,2.0,0,2
BUF,Ray Davis,rushing,20,97,4.9,0,15
BUF,Ty Johnson,rushing,4,34,8.5,0,13
BUF,Josh Allen,rushing,9,18,2.0,1,6
CAR,Andy Dalton,rushing,3,21,7.0,0,18
CAR,Miles Sanders,rushing,3,1,0.3,0,3
CAR,Chuba Hubbard,rushing,18,92,5.1,0,19
CHI,Roschon Johnson,rushing,5,8,1.6,0,4
CHI,D'Andre Swift,rushing,17,91,5.4,1,19
CHI,Tyson Bagent,rushing,3,-3,-1.0,0,-1
CHI,Caleb Williams,rushing,4,56,14.0,0,23
CIN,Joe Burrow,rushing,4,55,13.8,1,47
CIN,Zack Moss,rushing,6,13,2.2,0,7
CIN,Chase Brown,rushing,10,53,5.3,1,30
CLE,Pierre Strong Jr.,rushing,8,43,5.4,0,14
CLE,D'Onta Foreman,rushing,10,31,3.1,0,12
CLE,Jerome Ford,rushing,2,14,7.0,0,11
CLE,Cedric Tillman,rushing,1,-5,-5.0,0,-5
CLE,Deshaun Watson,rushing,4,17,4.3,0,6
DAL,CeeDee Lamb,rushing,1,2,2.0,0,2
DAL,Cooper Rush,rushing,1,2,2.0,0,2
DAL,KaVontae Turpin,rushing,1,6,6.0,0,6
DAL,Ezekiel Elliott,rushing,8,17,2.1,0,6
DAL,Rico Dowdle,rushing,5,25,5.0,0,12
DAL,Dak Prescott,rushing,1,1,1.0,0,1
DEN,Bo Nix,rushing,6,61,10.2,0,21
DEN,Javonte Williams,rushing,6,23,3.8,0,13
DEN,Audric Estime,rushing,2,13,6.5,0,11
DEN,Jaleel McLaughlin,rushing,3,8,2.7,0,5
DEN,Troy Franklin,rushing,1,5,5.0,0,5
DET,Jahmyr Gibbs,rushing,12,63,5.3,0,15
DET,Hendon Hooker,rushing,1,-1,-1.0,0,-1
DET,David Montgomery,rushing,12,80,6.7,2,19
DET,Jared Goff,rushing,3,5,1.7,0,5
DET,Sione Vaki,rushing,1,5,5.0,0,5
DET,Jameson Williams,rushing,1,11,11.0,0,11
DET,Craig Reynolds,rushing,6,21,3.5,0,6
GB,Josh Jacobs,rushing,18,62,3.4,0,14
GB,Emanuel Wilson,rushing,7,54,7.7,0,16
GB,Bo Melton,rushing,2,27,13.5,0,16
GB,Chris Brooks,rushing,4,21,5.3,0,11
GB,Jordan Love,rushing,5,13,2.6,0,6
GB,Tucker Kraft,rushing,1,2,2.0,0,2
GB,Jayden Reed,rushing,1,0,0.0,0,0
HOU,Dameon Pierce,rushing,8,76,9.5,1,54
HOU,Joe Mixon,rushing,13,102,7.8,1,59
HOU,Dare Ogunbowale,rushing,2,8,4.0,0,4
HOU,C.J. Stroud,rushing,3,7,2.3,0,8
HOU,Cam Akers,rushing,2,-1,-0.5,0,1
IND,Josh Downs,rushing,1,-1,-1.0,0,-1
IND,Trey Sermon,rushing,18,29,1.6,0,11
IND,Tyler Goodson,rushing,8,51,6.4,0,33
IND,Joe Flacco,rushing,1,1,1.0,0,1
JAX,Travis Etienne Jr.,rushing,3,-1,-0.3,0,1
JAX,Tank Bigsby,rushing,7,24,3.4,0,8
JAX,D'Ernest Johnson,rushing,6,28,4.7,0,13
JAX,Trevor Lawrence,rushing,4,17,4.3,0,10
LAC,J.K. Dobbins,rushing,25,96,3.8,1,20
LAC,Derius Davis,rushing,2,14,7.0,0,10
LAC,Kimani Vidal,rushing,4,11,2.8,0,6
LAC,Justin Herbert,rushing,4,2,0.5,0,5
LAC,Hassan Haskins,rushing,2,5,2.5,0,3
LAC,Quentin Johnston,rushing,1,0,0.0,0,0
LV,Ameer Abdullah,rushing,4,24,6.0,0,10
LV,Alexander Mattison,rushing,14,33,2.4,1,9
LV,Dylan Laube,rushing,1,0,0.0,0,0
NE,JaMycal Hasty,rushing,3,12,4.0,0,5
NE,Terrell Jennings,rushing,5,13,2.6,0,5
NE,Antonio Gibson,rushing,13,19,1.5,0,7
NE,Drake Maye,rushing,5,38,7.6,0,15
NO,Rashid Shaheed,rushing,1,2,2.0,0,2
NO,Jordan Mims,rushing,1,5,5.0,0,5
NO,Jamaal Williams,rushing,2,7,3.5,0,9
NO,Spencer Rattler,rushing,4,27,6.8,0,16
NO,Alvin Kamara,rushing,13,40,3.1,1,7
NYG,Daniel Jones,rushing,11,56,5.1,0,13
NYG,Tyrone Tracy Jr.,rushing,17,50,2.9,1,11
NYG,Eric Gray,rushing,3,13,4.3,0,6
NYJ,Breece Hall,rushing,18,113,6.3,0,42
NYJ,Braelon Allen,rushing,3,8,2.7,0,6
PHI,Saquon Barkley,rushing,18,47,2.6,0,10
PHI,Jahan Dotson,rushing,1,13,13.0,0,13
PHI,Kenny Gainwell,rushing,3,23,7.7,0,19
PHI,Jalen Hurts,rushing,14,33,2.4,0,9
PIT,Jaylen Warren,rushing,6,7,1.2,0,7
PIT,Jonathan Ward,rushing,3,13,4.3,0,6
PIT,Justin Fields,rushing,11,59,5.4,2,18
PIT,Najee Harris,rushing,14,106,7.6,1,36
PIT,Aaron Shampklin,rushing,1,-2,-2.0,0,-2
SEA,Kenneth Walker III,rushing,14,32,2.3,1,8
SEA,Zach Charbonnet,rushing,5,20,4.0,0,9
SEA,Geno Smith,rushing,1,0,0.0,0,0
SF,Jordan Mason,rushing,9,73,8.1,0,38
SF,Brock Purdy,rushing,4,19,4.8,0,10
SF,Patrick Taylor Jr.,rushing,5,16,3.2,0,6
SF,Deebo Samuel,rushing,4,15,3.8,0,5
SF,Kyle Juszczyk,rushing,1,6,6.0,1,6
SF,Isaac Guerendo,rushing,10,99,9.9,0,76
TB,Bucky Irving,rushing,14,81,5.8,1,31
TB,Sterling Shepard,rushing,4,31,7.8,0,24
TB,Baker Mayfield,rushing,3,29,9.7,0,12
TB,Sean Tucker,rushing,14,136,9.7,1,36
TEN,Will Levis,rushing,3,15,5.0,0,7
TEN,Tyjae Spears,rushing,6,27,4.5,0,10
TEN,Tony Pollard,rushing,17,93,5.5,1,23
TEN,Julius Chestnut,rushing,1,2,2.0,0,2
