team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
ARI,Kyler Murray,passing,222,6.0,0,1,6,23,37
ATL,Marcus Mariota,passing,129,9.2,2,0,2,13,14
BAL,Lamar Jackson,passing,210,6.6,1,1,2,17,32
BUF,Josh Allen,passing,329,8.2,3,0,1,27,40
CAR,PJ Walker,passing,60,3.8,0,0,2,10,16
CAR,Jacob Eason,passing,59,11.8,0,1,0,3,5
CHI,Justin Fields,passing,190,7.0,1,1,5,14,27
CIN,Joe Burrow,passing,300,8.1,3,0,3,28,37
CLE,Jacoby Brissett,passing,266,5.9,1,2,4,21,45
DAL,Cooper Rush,passing,181,4.8,1,3,0,18,38
DEN,Russell Wilson,passing,188,6.7,1,0,4,15,28
GB,Aaron Rodgers,passing,246,6.0,1,0,4,26,41
GB,Jordan Love,passing,8,2.0,0,0,0,2,4
IND,Matt Ryan,passing,389,6.7,3,0,0,42,58
JAX,Trevor Lawrence,passing,165,7.5,1,0,4,20,22
KC,Patrick Mahomes,passing,338,8.5,2,2,3,25,40
LAC,Justin Herbert,passing,238,4.2,0,1,2,37,57
LAR,Matthew Stafford,passing,253,7.7,1,1,1,26,33
MIA,Teddy Bridgewater,passing,329,9.7,2,2,5,23,34
MIA,Skylar Thompson,passing,89,6.8,0,0,1,7,13
MIN,Kirk Cousins,passing,175,5.8,2,0,3,20,30
NE,Bailey Zappe,passing,309,9.1,2,0,2,24,34
NO,Taysom Hill,passing,16,4.0,0,0,0,2,4
NO,Andy Dalton,passing,162,5.1,1,0,1,17,32
NYG,Daniel Jones,passing,173,6.4,2,0,4,19,27
NYJ,Zach Wilson,passing,110,6.1,0,0,2,10,18
PHI,Jalen Hurts,passing,155,6.2,2,0,4,15,25
PIT,Mitchell Trubisky,passing,144,12.0,1,0,1,9,12
PIT,Kenny Pickett,passing,67,3.7,1,0,1,11,18
SEA,Geno Smith,passing,197,6.4,0,0,5,20,31
SF,Jimmy Garoppolo,passing,296,7.2,2,2,0,29,41
TB,Tom Brady,passing,243,6.1,1,0,2,25,40
WSH,Carson Wentz,passing,99,4.5,0,0,3,12,22
