team,player,category,CAR,YDS,AVG,TD,LONG
ARI,Clayton Tune,rushing,1,0,0.0,0,0
ARI,Rondale Moore,rushing,1,3,3.0,0,3
ARI,Greg Dortch,rushing,1,5,5.0,0,5
ARI,Michael Carter,rushing,3,27,9.0,0,19
ARI,Kyler Murray,rushing,6,49,8.2,0,15
ARI,Emari Demercado,rushing,4,64,16.0,1,49
ARI,James Conner,rushing,14,86,6.1,1,44
ATL,Tyler Allgeier,rushing,14,45,3.2,0,8
ATL,Bijan Robinson,rushing,7,11,1.6,0,9
ATL,Cordarrelle Patterson,rushing,5,-2,-0.4,0,3
ATL,Desmond Ridder,rushing,5,-2,-0.4,0,1
BAL,Justice Hill,rushing,5,23,4.6,0,8
BAL,Lamar Jackson,rushing,12,97,8.1,0,21
BAL,Gus Edwards,rushing,16,58,3.6,1,20
BAL,Keaton Mitchell,rushing,9,73,8.1,0,24
BUF,Ty Johnson,rushing,9,54,6.0,0,11
BUF,Kyle Allen,rushing,2,-2,-1.0,0,-1
BUF,Latavius Murray,rushing,5,11,2.2,1,8
BUF,Josh Allen,rushing,8,24,3.0,1,9
BUF,James Cook III,rushing,25,179,7.2,1,24
CAR,Ihmir Smith-Marsette,rushing,4,31,7.8,0,15
CAR,Chuba Hubbard,rushing,22,87,4.0,0,22
CAR,Bryce Young,rushing,4,9,2.3,0,12
CAR,Miles Sanders,rushing,6,2,0.3,0,3
CHI,Roschon Johnson,rushing,5,36,7.2,0,22
CHI,Justin Fields,rushing,7,30,4.3,0,15
CHI,Velus Jones Jr.,rushing,2,23,11.5,0,15
CHI,Khalil Herbert,rushing,6,8,1.3,0,7
CHI,Tyler Scott,rushing,1,-3,-3.0,0,-3
CHI,D'Onta Foreman,rushing,6,-6,-1.0,0,2
CIN,Jake Browning,rushing,4,0,0.0,0,3
CIN,Trayveon Williams,rushing,1,10,10.0,0,10
CIN,Chase Brown,rushing,7,23,3.3,0,6
CIN,Joe Mixon,rushing,10,47,4.7,1,10
CLE,Joe Flacco,rushing,1,-1,-1.0,0,-1
CLE,Pierre Strong Jr.,rushing,2,2,1.0,0,2
CLE,Jerome Ford,rushing,8,20,2.5,0,9
CLE,Kareem Hunt,rushing,7,8,1.1,0,3
DAL,Tony Pollard,rushing,11,52,4.7,0,11
DAL,Hunter Luepke,rushing,1,3,3.0,0,3
DAL,CeeDee Lamb,rushing,1,3,3.0,1,3
DAL,Rico Dowdle,rushing,3,4,1.3,0,5
DAL,Dak Prescott,rushing,4,27,6.8,0,13
DEN,Samaje Perine,rushing,6,37,6.2,0,12
DEN,Javonte Williams,rushing,12,27,2.3,0,8
DEN,Marvin Mims Jr.,rushing,1,11,11.0,0,11
DEN,Russell Wilson,rushing,7,6,0.9,1,2
DEN,Jaleel McLaughlin,rushing,2,2,1.0,0,1
DET,David Montgomery,rushing,17,85,5.0,0,13
DET,Jahmyr Gibbs,rushing,11,100,9.1,1,34
GB,Kenyan Drake,rushing,1,0,0.0,0,0
GB,Jordan Love,rushing,2,1,0.5,0,2
GB,Patrick Taylor Jr.,rushing,1,6,6.0,0,6
GB,Aaron Jones Sr.,rushing,13,53,4.1,0,20
HOU,Xavier Hutchinson,rushing,1,5,5.0,0,5
HOU,Dameon Pierce,rushing,1,3,3.0,0,3
HOU,Steven Sims,rushing,1,1,1.0,0,1
HOU,Case Keenum,rushing,2,1,0.5,0,1
HOU,Devin Singletary,rushing,26,121,4.7,0,19
HOU,Dare Ogunbowale,rushing,1,17,17.0,0,17
IND,Trey Sermon,rushing,17,88,5.2,0,19
IND,Gardner Minshew II,rushing,2,0,0.0,0,1
IND,Zack Moss,rushing,4,13,3.3,0,5
IND,Tyler Goodson,rushing,11,69,6.3,0,31
JAX,Trevor Lawrence,rushing,4,41,10.3,0,13
JAX,Travis Etienne Jr.,rushing,10,31,3.1,0,7
JAX,D'Ernest Johnson,rushing,2,5,2.5,0,4
JAX,Tank Bigsby,rushing,1,-2,-2.0,0,-2
KC,Clyde Edwards-Helaire,rushing,13,37,2.8,0,20
KC,Patrick Mahomes,rushing,3,-5,-1.7,0,-1
KC,Jerick McKinnon,rushing,4,11,2.8,0,4
LAC,Isaiah Spiller,rushing,16,50,3.1,0,8
LAC,Austin Ekeler,rushing,5,9,1.8,0,6
LAC,Joshua Kelley,rushing,5,22,4.4,0,11
LAC,Easton Stick,rushing,2,11,5.5,0,9
LAR,Puka Nacua,rushing,2,3,1.5,0,2
LAR,Royce Freeman,rushing,6,16,2.7,0,4
LAR,Demarcus Robinson,rushing,1,23,23.0,0,23
LAR,Kyren Williams,rushing,27,152,5.6,1,27
LAR,Matthew Stafford,rushing,1,2,2.0,0,2
LV,Tre Tucker,rushing,1,-2,-2.0,0,-2
LV,Brandon Bolden,rushing,2,25,12.5,1,26
LV,Ameer Abdullah,rushing,6,32,5.3,0,9
LV,Zamir White,rushing,17,69,4.1,1,15
MIA,Raheem Mostert,rushing,15,42,2.8,2,18
MIA,De'Von Achane,rushing,9,32,3.6,0,10
MIA,Mike White,rushing,2,-2,-1.0,0,-1
MIA,Jeff Wilson Jr.,rushing,2,5,2.5,0,5
MIN,Nick Mullens,rushing,6,10,1.7,0,5
MIN,Kene Nwangwu,rushing,1,1,1.0,0,1
MIN,Ty Chandler,rushing,23,132,5.7,1,30
NE,Kevin Harris,rushing,4,25,6.3,1,18
NE,Ezekiel Elliott,rushing,11,25,2.3,0,5
NE,Bailey Zappe,rushing,1,2,2.0,0,2
NO,Derek Carr,rushing,3,-4,-1.3,0,-1
NO,Taysom Hill,rushing,1,1,1.0,0,1
NO,Jamaal Williams,rushing,8,24,3.0,0,8
NO,Alvin Kamara,rushing,16,66,4.1,0,15
NYG,Saquon Barkley,rushing,9,14,1.6,0,4
NYG,Matt Breida,rushing,3,10,3.3,0,5
NYG,Tommy DeVito,rushing,4,36,9.0,0,14
NYJ,Breece Hall,rushing,6,12,2.0,0,5
NYJ,Israel Abanikanda,rushing,4,8,2.0,0,6
NYJ,Dalvin Cook,rushing,1,4,4.0,0,4
NYJ,Ashtyn Davis,rushing,1,-1,-1.0,0,-1
PHI,Dallas Goedert,rushing,1,1,1.0,0,1
PHI,Kenny Gainwell,rushing,6,21,3.5,0,8
PHI,D'Andre Swift,rushing,18,74,4.1,0,11
PHI,Jalen Hurts,rushing,13,82,6.3,2,20
PIT,Mitchell Trubisky,rushing,2,1,0.5,1,1
PIT,Najee Harris,rushing,12,33,2.8,0,15
PIT,Jaylen Warren,rushing,10,40,4.0,0,11
SEA,Drew Lock,rushing,1,-2,-2.0,0,-2
SEA,Kenneth Walker III,rushing,19,86,4.5,1,23
SEA,Zach Charbonnet,rushing,4,16,4.0,0,6
SF,Jordan Mason,rushing,5,20,4.0,0,17
SF,Sam Darnold,rushing,2,-2,-1.0,0,-1
SF,Deebo Samuel,rushing,1,11,11.0,0,11
SF,Christian McCaffrey,rushing,18,115,6.4,1,26
TB,Rachaad White,rushing,21,89,4.2,0,22
TB,Chase Edmonds,rushing,3,13,4.3,0,9
TB,Deven Thompkins,rushing,1,-1,-1.0,0,-1
TB,Baker Mayfield,rushing,2,-2,-1.0,0,-1
TEN,Tyjae Spears,rushing,9,30,3.3,0,9
TEN,Will Levis,rushing,4,25,6.3,1,11
