team,player,category,FUM,LOST
ARI,Kyler Murray,fumbles,2,0
ARI,Paris Johnson Jr.,fumbles,0,0
ARI,Greg Dortch,fumbles,0,0
ARI,Elijah Wilkinson,fumbles,0,0
ARI,Rondale Moore,fumbles,1,0
ARI,Trey McBride,fumbles,1,0
ARI,Clayton Tune,fumbles,1,0
ATL,KhaDarel Hodge,fumbles,0,0
ATL,Ryan Neuzil,fumbles,1,0
ATL,Keith Smith,fumbles,0,0
ATL,Desmond Ridder,fumbles,1,0
ATL,Bijan Robinson,fumbles,1,1
BAL,Arthur Maulet,fumbles,0,0
BAL,Patrick Queen,fumbles,0,0
BUF,Ty Johnson,fumbles,1,0
CAR,Bryce Young,fumbles,1,0
CAR,Brian Burns,fumbles,0,0
CAR,Ihmir Smith-Marsette,fumbles,1,0
CHI,Trent Taylor,fumbles,2,1
CHI,Justin Fields,fumbles,2,0
CHI,Teven Jenkins,fumbles,0,0
CIN,Chase Brown,fumbles,1,0
CLE,Joe Flacco,fumbles,1,0
CLE,Mohamoud Diabate,fumbles,0,0
DEN,Russell Wilson,fumbles,1,1
DET,Isaiah Buggs,fumbles,0,0
GB,Kingsley Enagbare,fumbles,0,0
GB,Jordan Love,fumbles,1,1
GB,Dontayvion Wicks,fumbles,1,0
HOU,Case Keenum,fumbles,1,0
HOU,Steven Sims,fumbles,0,0
IND,Julian Blackmon,fumbles,0,0
JAX,Trevor Lawrence,fumbles,2,2
KC,Creed Humphrey,fumbles,1,0
KC,Rashee Rice,fumbles,1,0
KC,Patrick Mahomes,fumbles,0,0
LAC,Easton Stick,fumbles,2,2
LAC,Joshua Kelley,fumbles,1,1
LAC,Derius Davis,fumbles,1,1
LAC,Gerald Everett,fumbles,1,0
LAC,Jalen Guyton,fumbles,0,0
LAR,Kyren Williams,fumbles,2,2
LV,John Jenkins,fumbles,0,0
LV,Jerry Tillery,fumbles,0,0
LV,DJ Turner,fumbles,0,0
LV,Tyree Wilson,fumbles,0,0
MIA,Bradley Chubb,fumbles,0,0
MIA,Zach Sieler,fumbles,0,0
NE,Bailey Zappe,fumbles,1,0
NE,Jahlani Tavai,fumbles,1,0
NE,Conor McDermott,fumbles,0,0
NYJ,Trevor Siemian,fumbles,1,1
NYJ,Zach Wilson,fumbles,1,1
PIT,Najee Harris,fumbles,1,1
TB,Baker Mayfield,fumbles,1,1
TB,Logan Hall,fumbles,0,0
TEN,Will Levis,fumbles,1,0
WSH,Kendall Fuller,fumbles,0,0
WSH,Tress Way,fumbles,0,0
WSH,Camaron Cheeseman,fumbles,1,0
WSH,Kam Curl,fumbles,0,0
