team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
ARI,Matt Prater,kicking,100.0,58,11,3,3,2,2
ATL,Younghoe Koo,kicking,0.0,0,1,0,0,1,1
BAL,Justin Tucker,kicking,100.0,43,11,3,3,2,2
BUF,Tyler Bass,kicking,100.0,23,7,1,1,4,4
CAR,Eddy Pineiro,kicking,100.0,34,9,3,3,0,0
CHI,Cairo Santos,kicking,100.0,41,5,1,1,2,2
CIN,Evan McPherson,kicking,100.0,34,9,2,2,3,3
CLE,Dustin Hopkins,kicking,100.0,34,8,2,2,2,2
DAL,Brandon Aubrey,kicking,100.0,32,4,1,1,1,1
DEN,Wil Lutz,kicking,100.0,23,5,1,1,2,2
DET,Michael Badgley,kicking,0.0,0,6,0,0,6,6
GB,Anders Carlson,kicking,100.0,36,8,2,2,2,2
HOU,Ka'imi Fairbairn,kicking,100.0,54,13,4,4,1,1
IND,Matt Gay,kicking,60.0,42,12,3,5,3,3
JAX,Brandon McManus,kicking,0.0,0,1,0,2,1,1
KC,Harrison Butker,kicking,67.0,54,9,2,3,3,3
LAC,Cameron Dicker,kicking,0.0,0,3,0,0,3,3
LAR,Lucas Havrisik,kicking,67.0,27,8,2,3,2,2
LV,Daniel Carlson,kicking,0.0,0,9,0,0,9,9
MIA,Jason Sanders,kicking,100.0,37,12,3,3,3,3
MIN,Greg Joseph,kicking,100.0,39,6,1,1,3,3
NE,Chad Ryland,kicking,50.0,25,5,1,2,2,2
NO,Blake Grupe,kicking,100.0,50,6,1,1,3,3
NYG,Randy Bullock,kicking,100.0,56,3,1,1,0,0
NYG,Jamie Gillan,kicking,100.0,40,3,1,1,0,0
PHI,Jake Elliott,kicking,100.0,27,5,1,1,2,2
PIT,Chris Boswell,kicking,0.0,0,1,0,0,1,2
SEA,Jason Myers,kicking,100.0,43,8,2,2,2,2
SF,Jake Moody,kicking,100.0,43,9,1,1,6,6
TB,Chase McLaughlin,kicking,100.0,46,10,2,2,4,4
TEN,Nick Folk,kicking,100.0,45,4,1,1,1,2
WSH,Joey Slye,kicking,0.0,0,2,0,0,2,3
