week,opponent,result
1,WSH,LOSS
2,IND,WIN
3,LAC,WIN
4,PHI,LOSS
5,HOU,LOSS
6,IND,LOSS
7,NYG,LOSS
8,DEN,LOSS
9,LV,WIN
10,KC,LOSS
11,BYE,BYE
12,BAL,WIN
13,DET,LOSS
14,TEN,WIN
15,DAL,WIN
16,NYJ,WIN
17,HOU,WIN
18,TEN,WIN
