team,player,category,INT,YDS,TD
IND,JuJu Brents,interceptions,1,0,0
IND,Julian Blackmon,interceptions,4,39,0
IND,Kenny Moore II,interceptions,3,115,2
IND,Nick Cross,interceptions,1,18,0
IND,Rodney Thomas II,interceptions,2,5,0
IND,Ronnie Harrison Jr.,interceptions,2,45,1
IND,Segun Olubi,interceptions,1,0,0
IND,Tony Brown II,interceptions,1,34,0
