week,opponent,result
1,NYJ,WIN
2,NO,WIN
3,HOU,WIN
4,DAL,LOSS
5,PHI,LOSS
6,MIN,LOSS
7,NYG,LOSS
8,ATL,WIN
9,NE,LOSS
10,ARI,WIN
11,WSH,LOSS
12,MIA,LOSS
13,BYE,BYE
14,ATL,LOSS
15,BUF,LOSS
16,TB,LOSS
17,NO,LOSS
18,TB,LOSS
