week,opponent,result
1,LV,LOSS
2,WSH,LOSS
3,MIA,LOSS
4,CHI,WIN
5,NYJ,LOSS
6,KC,LOSS
7,GB,WIN
8,KC,WIN
9,BYE,BYE
10,BUF,WIN
11,MIN,WIN
12,CLE,WIN
13,HOU,LOSS
14,LAC,WIN
15,DET,LOSS
16,NE,LOSS
17,LAC,WIN
18,LV,LOSS
