week,opponent,result
1,DET,WIN
2,PHI,WIN
3,GB,LOSS
4,SEA,LOSS
5,ARI,LOSS
6,BYE,BYE
7,IND,LOSS
8,CHI,WIN
9,ARI,LOSS
10,LAR,WIN
11,JAX,WIN
12,MIN,WIN
13,SEA,LOSS
14,CIN,WIN
15,ATL,WIN
16,TEN,LOSS
17,HOU,WIN
18,LAR,WIN
