team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
WSH,Brian Johnson,kicking,66.67,48,10,2,2,4,5
WSH,Chris Blewitt,kicking,41.5,52,8,2,5,2,2
WSH,Dustin Hopkins,kicking,73.67,50,46,12,14,10,12
WSH,Joey Slye,kicking,83.33,55,45,12,12,9,10
