team,player,category,REC,YDS,AVG,TD,LONG,TGTS
WSH,Adam Humphries,receiving,41,383,8.87,0,27,62
WSH,Antonio Gibson,receiving,42,294,9.82,3,73,52
WSH,Cam Sims,receiving,15,211,11.45,2,43,23
WSH,Curtis Samuel,receiving,6,27,2.56,0,10,9
WSH,Dax Milne,receiving,9,83,7.11,0,22,14
WSH,DeAndre Carter,receiving,24,296,9.52,3,26,44
WSH,Dyami Brown,receiving,12,165,10.64,0,48,25
WSH,J.D. McKissic,receiving,43,397,7.81,2,56,53
WSH,Jaret Patterson,receiving,10,73,5.53,0,12,11
WSH,John Bates,receiving,20,249,13.02,1,32,25
WSH,Jonathan Williams,receiving,4,28,8.17,0,19,6
WSH,Logan Thomas,receiving,18,196,11.16,3,35,25
WSH,Ricky Seals-Jones,receiving,30,271,8.64,2,39,49
WSH,Taylor Heinicke,receiving,1,-2,-2.0,0,-2,1
WSH,Terry McLaurin,receiving,77,1053,13.3,5,46,130
WSH,Wendell Smallwood,receiving,4,22,5.5,0,7,5
