team,player,category,CAR,YDS,AVG,TD,LONG
WSH,Antonio Gibson,rushing,258,1037,4.04,7,27
WSH,Cam Sims,rushing,1,7,7.0,0,7
WSH,Curtis Samuel,rushing,4,11,3.83,0,8
WSH,Dax Milne,rushing,1,1,1.0,0,1
WSH,DeAndre Carter,rushing,10,89,8.9,0,27
WSH,Dyami Brown,rushing,1,-4,-4.0,0,-4
WSH,J.D. McKissic,rushing,48,212,4.28,2,15
WSH,Jaret Patterson,rushing,68,266,3.49,2,13
WSH,Jonathan Williams,rushing,17,79,4.08,1,23
WSH,Kyle Allen,rushing,2,11,5.5,0,11
WSH,Ryan Fitzpatrick,rushing,1,2,2.0,0,2
WSH,Taylor Heinicke,rushing,60,313,4.67,1,38
WSH,Terry McLaurin,rushing,1,12,12.0,0,12
WSH,Wendell Smallwood,rushing,5,25,8.0,0,13
