team,player,category,INT,YDS,TD
WSH,Bobby McCain,interceptions,4,63,1
WSH,Cole Holcomb,interceptions,2,54,1
WSH,Kendall Fuller,interceptions,1,0,0
WSH,Landon Collins,interceptions,2,3,0
WSH,William Jackson III,interceptions,2,0,0
