team,player,category,FUM,LOST
WSH,Antonio Gibson,fumbles,6,4
WSH,Charles Leno Jr.,fumbles,0,0
WSH,Chase Roullier,fumbles,1,0
WSH,Cole Holcomb,fumbles,0,0
WSH,Daron Payne,fumbles,0,0
WSH,David Mayo,fumbles,0,0
WSH,Dax Milne,fumbles,1,1
WSH,DeAndre Carter,fumbles,3,0
WSH,Garrett Gilbert,fumbles,1,0
WSH,Jaret Patterson,fumbles,1,0
WSH,John Bates,fumbles,1,0
WSH,Jonathan Williams,fumbles,0,0
WSH,Kam Curl,fumbles,0,0
WSH,Keith Ismael,fumbles,1,0
WSH,Kyle Allen,fumbles,1,1
WSH,Landon Collins,fumbles,0,0
WSH,Logan Thomas,fumbles,1,1
WSH,Ricky Seals-Jones,fumbles,0,0
WSH,Ryan Fitzpatrick,fumbles,1,0
WSH,Sam Cosmi,fumbles,0,0
WSH,Taylor Heinicke,fumbles,7,2
WSH,Tim Settle,fumbles,0,0
WSH,Troy Apke,fumbles,0,0
