team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
WSH,Dyami Brown,passing,0,0.0,0,0,0,0,1
WSH,Jayden Daniels,passing,3568,7.18,25,9,47,331,480
WSH,Marcus Mariota,passing,364,5.7,4,0,3,34,44
