team,player,category,REC,YDS,AVG,TD,LONG,TGTS
WSH,Austin Ekeler,receiving,35,366,9.48,0,34,41
WSH,Ben Sinnott,receiving,5,28,6.25,1,12,5
WSH,Brian Robinson Jr.,receiving,20,159,7.55,0,32,25
WSH,Brycen Tremayne,receiving,1,-2,-2.0,0,-2,1
WSH,Chris Rodriguez Jr.,receiving,1,12,12.0,0,12,1
WSH,Dyami Brown,receiving,30,308,10.64,1,51,40
WSH,Jamison Crowder,receiving,9,72,7.45,2,12,13
WSH,Jeremy McNichols,receiving,9,27,2.22,0,10,12
WSH,John Bates,receiving,8,84,7.55,0,20,13
WSH,Luke McCaffrey,receiving,18,168,8.96,0,30,24
WSH,Noah Brown,receiving,35,453,12.7,1,52,56
WSH,Olamide Zaccheaus,receiving,45,506,11.59,3,49,64
WSH,Terry McLaurin,receiving,82,1096,13.5,13,86,117
WSH,Trent Scott,receiving,1,1,1.0,1,1,1
