team,player,category,FUM,LOST
ARI,Andy Lee,fumbles,3,1
ARI,Antonio Hamilton Sr.,fumbles,0,0
ARI,Budda Baker,fumbles,0,0
ARI,Byron Murphy Jr.,fumbles,0,0
ARI,Chandler Jones,fumbles,0,0
ARI,Chase Edmonds,fumbles,1,1
ARI,Chris Streveler,fumbles,1,0
ARI,Christian Kirk,fumbles,0,0
ARI,Colt McCoy,fumbles,4,1
ARI,Corey Peters,fumbles,0,0
ARI,Dennis Gardeck,fumbles,0,0
ARI,Devon Kennard,fumbles,0,0
ARI,Eno Benjamin,fumbles,0,0
ARI,James Conner,fumbles,2,0
ARI,Jordan Hicks,fumbles,0,0
ARI,Kyler Murray,fumbles,13,0
ARI,Markus Golden,fumbles,0,0
ARI,Max Garcia,fumbles,1,0
ARI,Michael Dogbe,fumbles,0,0
ARI,Rodney Hudson,fumbles,2,0
ARI,Rondale Moore,fumbles,3,1
ARI,Zach Allen,fumbles,0,0
