team,player,category,REC,YDS,AVG,TD,LONG,TGTS
ARI,A.J. Green,receiving,54,848,15.96,3,42,92
ARI,Andy Isabella,receiving,1,13,13.0,0,13,1
ARI,Antoine Wesley,receiving,19,208,9.44,3,33,32
ARI,Chase Edmonds,receiving,43,311,6.61,0,36,53
ARI,Christian Kirk,receiving,77,982,13.12,5,50,103
ARI,Darrell Daniels,receiving,1,0,0.0,0,0,4
ARI,DeAndre Hopkins,receiving,42,572,15.13,8,55,64
ARI,Demetrius Harris,receiving,3,10,2.17,0,7,6
ARI,Eno Benjamin,receiving,6,42,5.82,0,12,7
ARI,Greg Dortch,receiving,3,15,6.25,0,10,3
ARI,James Conner,receiving,37,375,9.8,3,45,39
ARI,Jonathan Ward,receiving,3,34,11.33,0,23,4
ARI,Kyler Murray,receiving,0,7,0.0,0,7,0
ARI,Maxx Williams,receiving,16,193,9.38,1,34,17
ARI,Rondale Moore,receiving,54,435,7.43,1,77,64
